,energy,playlist_genre
12911,0.938,rap
12912,0.743,rap
12913,0.761,rap
12914,0.901,rap
12915,0.753,rap
12916,0.851,rap
12917,0.74,rap
12918,0.838,rap
12919,0.551,rap
12920,0.906,rap
12921,0.881,rap
12922,0.931,rap
12923,0.646,rap
12924,0.81,rap
12925,0.766,rap
12926,0.843,rap
12927,0.778,rap
12928,0.452,rap
12929,0.586,rap
12930,0.514,rap
12931,0.812,rap
12932,0.778,rap
12933,0.775,rap
12934,0.852,rap
12935,0.914,rap
12936,0.604,rap
12937,0.836,rap
12938,0.431,rap
12939,0.867,rap
12940,0.54,rap
12941,0.763,rap
12942,0.626,rap
12943,0.713,rap
12944,0.809,rap
12945,0.619,rap
12946,0.594,rap
12947,0.654,rap
12948,0.917,rap
12949,0.596,rap
12950,0.911,rap
12951,0.58,rap
12952,0.87,rap
12953,0.464,rap
12954,0.738,rap
12955,0.808,rap
12956,0.784,rap
12957,0.694,rap
12958,0.646,rap
12959,0.751,rap
12960,0.781,rap
12961,0.579,rap
12962,0.752,rap
12963,0.491,rap
12964,0.799,rap
12965,0.654,rap
12966,0.33,rap
12967,0.632,rap
12968,0.653,rap
12969,0.618,rap
12970,0.805,rap
12971,0.905,rap
12972,0.683,rap
12973,0.673,rap
12974,0.649,rap
12975,0.449,rap
12976,0.824,rap
12977,0.578,rap
12978,0.595,rap
12979,0.698,rap
12980,0.648,rap
12981,0.671,rap
12982,0.539,rap
12983,0.675,rap
12993,0.779,rap
12994,0.389,rap
13446,0.843,rap
13447,0.217,rap
13448,0.827,rap
13449,0.397,rap
13461,0.149,rap
13462,0.49,rap
13463,0.262,rap
13464,0.368,rap
13465,0.594,rap
13466,0.124,rap
13467,0.398,rap
13468,0.239,rap
13469,0.144,rap
13470,0.389,rap
13471,0.0713,rap
13472,0.428,rap
13473,0.263,rap
13474,0.296,rap
13475,0.316,rap
13476,0.546,rap
13477,0.292,rap
13478,0.204,rap
13479,0.256,rap
13480,0.229,rap
13481,0.473,rap
13482,0.137,rap
13483,0.627,rap
13484,0.622,rap
13485,0.13,rap
13486,0.455,rap
13487,0.164,rap
13488,0.259,rap
13489,0.435,rap
13490,0.333,rap
13491,0.712,rap
13492,0.512,rap
13493,0.711,rap
13494,0.591,rap
13495,0.312,rap
13496,0.349,rap
13497,0.155,rap
13498,0.209,rap
13499,0.394,rap
13500,0.778,rap
13501,0.358,rap
13502,0.273,rap
13503,0.563,rap
13504,0.388,rap
13505,0.257,rap
13506,0.32,rap
13507,0.652,rap
13508,0.152,rap
13509,0.204,rap
13510,0.432,rap
13511,0.116,rap
13512,0.253,rap
13513,0.739,rap
13514,0.307,rap
13515,0.267,rap
13516,0.232,rap
13517,0.319,rap
13518,0.186,rap
13519,0.543,rap
13520,0.219,rap
13521,0.316,rap
13522,0.461,rap
13523,0.529,rap
13524,0.722,rap
13525,0.309,rap
13526,0.827,rap
13527,0.501,rap
13528,0.595,rap
13529,0.441,rap
13530,0.505,rap
13531,0.403,rap
13532,0.255,rap
13533,0.265,rap
13534,0.325,rap
13535,0.446,rap
13536,0.492,rap
13540,0.518,rap
13541,0.338,rap
13542,0.314,rap
13543,0.448,rap
13544,0.431,rap
13545,0.226,rap
13546,0.235,rap
13547,0.602,rap
13548,0.786,rap
13549,0.551,rap
13550,0.31,rap
13551,0.505,rap
13552,0.441,rap
13867,0.479,rap
13868,0.684,rap
13869,0.932,rap
13870,0.541,rap
13871,0.726,rap
13872,0.365,rap
13873,0.907,rap
13874,0.751,rap
13875,0.68,rap
13876,0.936,rap
13877,0.62,rap
13878,0.474,rap
13879,0.473,rap
13880,0.519,rap
13985,0.975,rap
13986,0.899,rap
13987,0.934,rap
13988,0.864,rap
13989,0.898,rap
13990,0.89,rap
13991,0.798,rap
13992,0.902,rap
13993,0.811,rap
13994,0.807,rap
13995,0.641,rap
13996,0.754,rap
13997,0.629,rap
13999,0.647,rap
14000,0.695,rap
14001,0.73,rap
14002,0.688,rap
14003,0.678,rap
14004,0.551,rap
14005,0.765,rap
14006,0.708,rap
14007,0.718,rap
14008,0.598,rap
14010,0.683,rap
14011,0.654,rap
14013,0.569,rap
14014,0.731,rap
14015,0.778,rap
14016,0.758,rap
14017,0.556,rap
14018,0.882,rap
14019,0.87,rap
14020,0.878,rap
14021,0.849,rap
14022,0.785,rap
14023,0.733,rap
14024,0.885,rap
14025,0.744,rap
14026,0.754,rap
14027,0.617,rap
14028,0.737,rap
14029,0.935,rap
14030,0.699,rap
14031,0.688,rap
14032,0.906,rap
14033,0.837,rap
14034,0.703,rap
14035,0.655,rap
14036,0.696,rap
14037,0.793,rap
14038,0.889,rap
14039,0.858,rap
14040,0.682,rap
14041,0.655,rap
14042,0.78,rap
14044,0.913,rap
14045,0.651,rap
14046,0.666,rap
14047,0.861,rap
14048,0.867,rap
14049,0.874,rap
14050,0.79,rap
14051,0.864,rap
14052,0.777,rap
14053,0.776,rap
14054,0.938,rap
14055,0.686,rap
14056,0.712,rap
14057,0.894,rap
14058,0.74,rap
14059,0.713,rap
14060,0.778,rap
14061,0.752,rap
14062,0.709,rap
14063,0.716,rap
14064,0.838,rap
14065,0.7,rap
14066,0.836,rap
14067,0.746,rap
14068,0.603,rap
14069,0.745,rap
14070,0.833,rap
14086,0.684,rap
14221,0.887,rap
14222,0.841,rap
14223,0.78,rap
14240,0.523,rap
14241,0.708,rap
14242,0.74,rap
14252,0.687,rap
14253,0.895,rap
14254,0.213,rap
15023,0.928,rap
15024,0.727,rap
15025,0.948,rap
15026,0.907,rap
15027,0.869,rap
15028,0.938,rap
15029,0.843,rap
15030,0.971,rap
15031,0.82,rap
15032,0.967,rap
15037,0.452,rap
15038,0.929,rap
15039,0.978,rap
15040,0.994,rap
15041,0.966,rap
15042,0.802,rap
15043,0.771,rap
15044,0.927,rap
15045,0.669,rap
15046,0.825,rap
15047,0.931,rap
15048,0.851,rap
15049,0.937,rap
15050,0.805,rap
15051,0.87,rap
15052,0.888,rap
15053,0.975,rap
15054,0.839,rap
15055,0.727,rap
15056,0.887,rap
15057,0.932,rap
15058,0.814,rap
15059,0.665,rap
15060,0.901,rap
15061,0.944,rap
15062,0.382,rap
15063,0.757,rap
15064,0.903,rap
15065,0.941,rap
15066,0.841,rap
15067,0.857,rap
15068,0.676,rap
15069,0.733,rap
15070,0.569,rap
15071,0.628,rap
15072,0.898,rap
15073,0.652,rap
15074,0.841,rap
15075,0.843,rap
15076,0.947,rap
15077,0.928,rap
15078,0.539,rap
15079,0.903,rap
15080,0.563,rap
15081,0.801,rap
15082,0.806,rap
15083,0.941,rap
15084,0.702,rap
15085,0.884,rap
15097,0.436,rap
15101,0.942,rap
15102,0.786,rap
15103,0.544,rap
15104,0.744,rap
15105,0.809,rap
15106,0.535,rap
15107,0.86,rap
15108,0.578,rap
15109,0.968,rap
15110,0.937,rap
15111,0.835,rap
15112,0.7,rap
15113,0.94,rap
15114,0.934,rap
15115,0.781,rap
15117,0.63,rap
15118,0.448,rap
15119,0.543,rap
15120,0.67,rap
15121,0.78,rap
15131,0.832,rap
15132,0.439,rap
15133,0.532,rap
15134,0.872,rap
15150,0.889,rap
15151,0.608,rap
15152,0.888,rap
15153,0.596,rap
15154,0.854,rap
15155,0.721,rap
15156,0.693,rap
15244,0.733,rap
15245,0.665,rap
15246,0.433,rap
15247,0.64,rap
15248,0.794,rap
15264,0.583,rap
15265,0.555,rap
15266,0.76,rap
15267,0.467,rap
15268,0.587,rap
15269,0.467,rap
15270,0.851,rap
15271,0.582,rap
15272,0.909,rap
15273,0.688,rap
15274,0.703,rap
15275,0.536,rap
15276,0.773,rap
15277,0.663,rap
15278,0.478,rap
15279,0.35,rap
15280,0.417,rap
15281,0.398,rap
15282,0.819,rap
15283,0.803,rap
15284,0.754,rap
15285,0.688,rap
15286,0.69,rap
15287,0.796,rap
15288,0.659,rap
15289,0.473,rap
15290,0.347,rap
15291,0.45,rap
15292,0.44,rap
15293,0.526,rap
15294,0.52,rap
15295,0.592,rap
15307,0.428,rap
15308,0.563,rap
15309,0.459,rap
15310,0.438,rap
15311,0.666,rap
15312,0.559,rap
15345,0.815,rap
15346,0.675,rap
15347,0.479,rap
15348,0.895,rap
15349,0.616,rap
15350,0.462,rap
15351,0.71,rap
15359,0.56,rap
15360,0.361,rap
15361,0.448,rap
15363,0.468,rap
15364,0.562,rap
15365,0.493,rap
15366,0.634,rap
15367,0.666,rap
15368,0.768,rap
15369,0.707,rap
15370,0.463,rap
15371,0.541,rap
15372,0.453,rap
15373,0.419,rap
15374,0.533,rap
15389,0.67,rap
15390,0.616,rap
15391,0.611,rap
15392,0.548,rap
15393,0.476,rap
15394,0.534,rap
15395,0.401,rap
15396,0.494,rap
15397,0.435,rap
15398,0.473,rap
15400,0.669,rap
15401,0.455,rap
15402,0.74,rap
15403,0.425,rap
15404,0.57,rap
15405,0.441,rap
15406,0.252,rap
15407,0.583,rap
15408,0.555,rap
15434,0.639,rap
15608,0.523,rap
15609,0.309,rap
15610,0.67,rap
15611,0.39,rap
15612,0.573,rap
15613,0.532,rap
15616,0.726,rap
15617,0.524,rap
15618,0.808,rap
15619,0.762,rap
15620,0.801,rap
15621,0.531,rap
15622,0.646,rap
15623,0.575,rap
15624,0.781,rap
15625,0.877,rap
15626,0.624,rap
15627,0.531,rap
15628,0.712,rap
15629,0.55,rap
15630,0.45,rap
15631,0.52,rap
15632,0.423,rap
15633,0.617,rap
15634,0.715,rap
15635,0.623,rap
15636,0.84,rap
15637,0.549,rap
15638,0.691,rap
15639,0.603,rap
15640,0.523,rap
15641,0.396,rap
15642,0.547,rap
15643,0.88,rap
15644,0.443,rap
15645,0.391,rap
15646,0.572,rap
15647,0.659,rap
15648,0.699,rap
15649,0.801,rap
15650,0.621,rap
15651,0.462,rap
15652,0.493,rap
15653,0.574,rap
15654,0.359,rap
15655,0.854,rap
15656,0.619,rap
15657,0.872,rap
15658,0.705,rap
15665,0.66,rap
15666,0.42,rap
15667,0.546,rap
15668,0.675,rap
15669,0.534,rap
15670,0.439,rap
15671,0.858,rap
15672,0.636,rap
15673,0.421,rap
15674,0.564,rap
15675,0.605,rap
15676,0.527,rap
15677,0.543,rap
15678,0.64,rap
15679,0.328,rap
15680,0.625,rap
15681,0.543,rap
15691,0.493,rap
15692,0.629,rap
15693,0.732,rap
15807,0.518,rap
15808,0.499,rap
15809,0.591,rap
15810,0.888,rap
15828,0.705,rap
15829,0.603,rap
15830,0.359,rap
15831,0.562,rap
15832,0.57,rap
15833,0.605,rap
15834,0.456,rap
15835,0.534,rap
15836,0.801,rap
15851,0.758,rap
15852,0.659,rap
16202,0.639,rap
16203,0.527,rap
16210,0.431,rap
16211,0.588,rap
16212,0.663,rap
16213,0.539,rap
16214,0.697,rap
16215,0.478,rap
16231,0.82,rap
16232,0.812,rap
16526,0.826,rap
16527,0.939,rap
16528,0.831,rap
16529,0.74,rap
16530,0.576,rap
16531,0.677,rap
16532,0.649,rap
16533,0.956,rap
16534,0.566,rap
16535,0.949,rap
16536,0.699,rap
16537,0.725,rap
16538,0.96,rap
16539,0.661,rap
16540,0.51,rap
16541,0.879,rap
16542,0.674,rap
16543,0.988,rap
16544,0.984,rap
16545,0.947,rap
16546,0.76,rap
16547,0.668,rap
16548,0.828,rap
16549,0.829,rap
16550,0.6,rap
16551,0.695,rap
16552,0.848,rap
16553,0.794,rap
16554,0.999,rap
16555,0.969,rap
16556,0.613,rap
16557,0.782,rap
16558,0.497,rap
16559,0.723,rap
16560,0.543,rap
16561,0.583,rap
16562,0.59,rap
16563,0.716,rap
16564,0.668,rap
16565,0.776,rap
16566,0.672,rap
16567,0.559,rap
16568,0.977,rap
16569,0.736,rap
16570,0.787,rap
16571,0.537,rap
16572,0.448,rap
16573,0.392,rap
16574,0.69,rap
16575,0.885,rap
16576,0.581,rap
16577,0.893,rap
16578,0.925,rap
16579,0.672,rap
16580,0.58,rap
16581,0.635,rap
16582,0.953,rap
16583,0.847,rap
16584,0.922,rap
16585,0.858,rap
16586,0.88,rap
16587,0.896,rap
16588,0.649,rap
16589,0.928,rap
16590,0.918,rap
16591,0.903,rap
16592,0.867,rap
16593,0.702,rap
16594,0.85,rap
16595,0.725,rap
16596,0.899,rap
16597,0.707,rap
16598,0.797,rap
16599,0.897,rap
16614,0.827,rap
16615,0.824,rap
16616,0.97,rap
16617,0.751,rap
16618,0.854,rap
16619,0.938,rap
16620,0.821,rap
16621,0.725,rap
16622,0.777,rap
17428,0.767,rap
17435,0.76,rap
17436,0.594,rap
17437,0.704,rap
17439,0.858,rap
17463,0.778,rap
17464,0.808,rap
17465,0.698,rap
17466,0.628,rap
17467,0.699,rap
17472,0.684,rap
17481,0.457,rap
17483,0.733,rap
17484,0.721,rap
17485,0.64,rap
17486,0.559,rap
17487,0.679,rap
17489,0.744,rap
17490,0.637,rap
17491,0.81,rap
17492,0.66,rap
17493,0.617,rap
17494,0.84,rap
17495,0.822,rap
17504,0.839,rap
17513,0.629,rap
17514,0.631,rap
17515,0.69,rap
17520,0.85,rap
17521,0.573,rap
17523,0.804,rap
17524,0.707,rap
17525,0.477,rap
17526,0.847,rap
17527,0.95,rap
17528,0.684,rap
17565,0.763,rap
17688,0.851,rap
17846,0.655,rap
17847,0.791,rap
17848,0.791,rap
17849,0.722,rap
17850,0.747,rap
17851,0.522,rap
17852,0.717,rap
17853,0.857,rap
17863,0.667,rap
17872,0.717,rap
17873,0.463,rap
17874,0.581,rap
17875,0.652,rap
17876,0.641,rap
17877,0.63,rap
17878,0.796,rap
17879,0.827,rap
17880,0.705,rap
17881,0.548,rap
17886,0.787,rap
17887,0.588,rap
17888,0.726,rap
17889,0.733,rap
17890,0.776,rap
17891,0.663,rap
17898,0.438,rap
17900,0.752,rap
17901,0.692,rap
17902,0.685,rap
17903,0.834,rap
17904,0.826,rap
17905,0.651,rap
17906,0.647,rap
17991,0.795,rap
17992,0.801,rap
17993,0.932,rap
17994,0.88,rap
17995,0.632,rap
18013,0.86,rap
18014,0.681,rap
18015,0.625,rap
18016,0.758,rap
18017,0.633,rap
18018,0.747,rap
18019,0.72,rap
18020,0.805,rap
18021,0.612,rap
18022,0.799,rap
18023,0.546,rap
18024,0.583,rap
18025,0.845,rap
18026,0.884,rap
18027,0.727,rap
18028,0.732,rap
18029,0.687,rap
18030,0.888,rap
18040,0.887,rap
18041,0.804,rap
18042,0.765,rap
18043,0.697,rap
18044,0.642,rap
18045,0.613,rap
18046,0.741,rap
18097,0.803,rap
18117,0.821,rap
18118,0.744,rap
18119,0.696,rap
18120,0.586,rap
18121,0.705,rap
18130,0.552,rap
18135,0.875,rap
18138,0.658,rap
18139,0.613,rap
18140,0.668,rap
18141,0.745,rap
18142,0.874,rap
18143,0.673,rap
18144,0.566,rap
18145,0.429,rap
18146,0.709,rap
18147,0.748,rap
18148,0.684,rap
18149,0.527,rap
18150,0.647,rap
18151,0.756,rap
18152,0.584,rap
18153,0.716,rap
18154,0.641,rap
18155,0.725,rap
18156,0.61,rap
18157,0.649,rap
18158,0.686,rap
18159,0.716,rap
18160,0.704,rap
18161,0.665,rap
18162,0.818,rap
18164,0.648,rap
18165,0.739,rap
18166,0.751,rap
18167,0.742,rap
18168,0.814,rap
18169,0.661,rap
18170,0.694,rap
18191,0.824,rap
18192,0.664,rap
18234,0.645,rap
18235,0.801,rap
18236,0.824,rap
18237,0.882,rap
18238,0.729,rap
18239,0.749,rap
18240,0.776,rap
18241,0.903,rap
18242,0.859,rap
18243,0.928,rap
18244,0.522,rap
18245,0.557,rap
18246,0.889,rap
18247,0.615,rap
18248,0.809,rap
18249,0.783,rap
18250,0.83,rap
18251,0.796,rap
18252,0.892,rap
18253,0.848,rap
18254,0.393,rap
18255,0.587,rap
18256,0.639,rap
18257,0.823,rap
18258,0.719,rap
18259,0.631,rap
18260,0.554,rap
18261,0.757,rap
18262,0.757,rap
18263,0.605,rap
18264,0.779,rap
18265,0.801,rap
18266,0.663,rap
18267,0.806,rap
18268,0.728,rap
18269,0.968,rap
18270,0.887,rap
18271,0.988,rap
18272,0.889,rap
18273,0.506,rap
18274,0.708,rap
18275,0.7,rap
18276,0.787,rap
18277,0.845,rap
18278,0.869,rap
18279,0.956,rap
18280,0.964,rap
18281,0.797,rap
18282,0.49,rap
18283,0.933,rap
18284,0.828,rap
18285,0.661,rap
18286,0.758,rap
18287,0.779,rap
18288,0.622,rap
18289,0.925,rap
18290,0.912,rap
18291,0.913,rap
18292,0.855,rap
18293,0.869,rap
18294,0.926,rap
18295,0.94,rap
18296,0.839,rap
18297,0.897,rap
18298,0.889,rap
18299,0.777,rap
18300,0.609,rap
18301,0.884,rap
18302,0.813,rap
18303,0.819,rap
18304,0.683,rap
18305,0.742,rap
18306,0.825,rap
18307,0.912,rap
18308,0.626,rap
18309,0.72,rap
18310,0.682,rap
18311,0.782,rap
18312,0.653,rap
18313,0.65,rap
18314,0.72,rap
18315,0.88,rap
18316,0.822,rap
18317,0.77,rap
18318,0.653,rap
18319,0.813,rap
18320,0.747,rap
18321,0.658,rap
18322,0.873,rap
18323,0.847,rap
18324,0.831,rap
18325,0.694,rap
18326,0.614,rap
18327,0.87,rap
18328,0.592,rap
18329,0.76,rap
18330,0.669,rap
18331,0.546,rap
18332,0.762,rap
18333,0.862,rap
18334,0.683,rap
18335,0.826,rap
18336,0.51,rap
18337,0.723,rap
18338,0.71,rap
18339,0.778,rap
18340,0.773,rap
18341,0.697,rap
18342,0.924,rap
18343,0.665,rap
18344,0.616,rap
18345,0.784,rap
18346,0.742,rap
18347,0.77,rap
18348,0.94,rap
18349,0.67,rap
18350,0.695,rap
18351,0.882,rap
18352,0.809,rap
18353,0.809,rap
18354,0.679,rap
18355,0.308,rap
18356,0.857,rap
18357,0.634,rap
18358,0.814,rap
18378,0.901,rap
18379,0.919,rap
18380,0.639,rap
18421,0.626,rap
18422,0.695,rap
18423,0.794,rap
18424,0.631,rap
18425,0.854,rap
18426,0.949,rap
18427,0.564,rap
18428,0.965,rap
18429,0.944,rap
18430,0.566,rap
18431,0.71,rap
18432,0.789,rap
18433,0.908,rap
18434,0.876,rap
18435,0.789,rap
18436,0.864,rap
18437,0.939,rap
18438,0.527,rap
18439,0.947,rap
18440,0.825,rap
18441,0.598,rap
18442,0.454,rap
18443,0.882,rap
18444,0.927,rap
18445,0.915,rap
18446,0.987,rap
18447,0.526,rap
18448,0.871,rap
18449,0.956,rap
18450,0.752,rap
18451,0.934,rap
18452,0.951,rap
18453,0.974,rap
18454,0.867,rap
18455,0.986,rap
18457,0.968,rap
18458,0.993,rap
18459,0.975,rap
18460,0.852,rap
18461,0.754,rap
18465,0.949,rap
18470,0.879,rap
18471,0.931,rap
18472,0.958,rap
18473,0.786,rap
18474,0.761,rap
18475,0.577,rap
18476,0.659,rap
18477,0.932,rap
18478,0.836,rap
18479,0.877,rap
18480,0.192,rap
18481,0.951,rap
18482,0.938,rap
18483,0.912,rap
18484,0.851,rap
18485,0.973,rap
18500,0.375,rap
18508,0.101,rap
18516,0.262,rap
18517,0.157,rap
18518,0.277,rap
18519,0.287,rap
18520,0.266,rap
18521,0.169,rap
18522,0.221,rap
18523,0.372,rap
18524,0.645,rap
18525,0.225,rap
18526,0.246,rap
18527,0.285,rap
18528,0.37,rap
18529,0.19,rap
18530,0.3,rap
18531,0.177,rap
18532,0.321,rap
18533,0.337,rap
18534,0.321,rap
18536,0.246,rap
18552,0.327,rap
18553,0.0383,rap
18554,0.148,rap
18555,0.133,rap
18556,0.304,rap
18557,0.0671,rap
18558,0.179,rap
18559,0.228,rap
18560,0.254,rap
18561,0.28,rap
18562,0.242,rap
18563,0.211,rap
18570,0.251,rap
18571,0.291,rap
18572,0.32,rap
18573,0.338,rap
18574,0.202,rap
18575,0.165,rap
18576,0.217,rap
18577,0.371,rap
18579,0.0389,rap
18580,0.0161,rap
18581,0.291,rap
18582,0.207,rap
18583,0.349,rap
18584,0.183,rap
18585,0.192,rap
18586,0.387,rap
18609,0.19,rap
18610,0.231,rap
18618,0.341,rap
18619,0.318,rap
18620,0.336,rap
18621,0.196,rap
18622,0.123,rap
18623,0.382,rap
18624,0.219,rap
18625,0.188,rap
18626,0.429,rap
18627,0.657,rap
18628,0.245,rap
18629,0.503,rap
18630,0.366,rap
18631,0.673,rap
18636,0.502,rap
18637,0.439,rap
18638,0.372,rap
18639,0.67,rap
18640,0.325,rap
18641,0.437,rap
18642,0.415,rap
18643,0.472,rap
18644,0.807,rap
18645,0.729,rap
18646,0.338,rap
18647,0.47,rap
18648,0.403,rap
18649,0.839,rap
18650,0.427,rap
18651,0.236,rap
18652,0.427,rap
18653,0.702,rap
18672,0.769,rap
18673,0.244,rap
18674,0.438,rap
18675,0.472,rap
18676,0.723,rap
18681,0.42,rap
18682,0.561,rap
18683,0.918,rap
18688,0.214,rap
18689,0.277,rap
18690,0.434,rap
18691,0.191,rap
18692,0.176,rap
18693,0.16,rap
18694,0.166,rap
18695,0.457,rap
18696,0.489,rap
18697,0.147,rap
18698,0.388,rap
18699,0.427,rap
18700,0.553,rap
18701,0.472,rap
18702,0.332,rap
18703,0.336,rap
18704,0.448,rap
18705,0.435,rap
18706,0.942,rap
18708,0.288,rap
18709,0.452,rap
18710,0.427,rap
18716,0.0674,rap
18717,0.443,rap
18718,0.0986,rap
18719,0.314,rap
18720,0.44,rap
18721,0.434,rap
18722,0.334,rap
18723,0.665,rap
18724,0.224,rap
18725,0.15,rap
18726,0.517,rap
18727,0.197,rap
18728,0.658,rap
18729,0.115,rap
18730,0.293,rap
18731,0.412,rap
18732,0.38,rap
18733,0.465,rap
18734,0.342,rap
18735,0.505,rap
18736,0.418,rap
18737,0.754,rap
18738,0.376,rap
18739,0.364,rap
18740,0.277,rap
18741,0.538,rap
18742,0.322,rap
18743,0.461,rap
18744,0.299,rap
18745,0.402,rap
18746,0.136,rap
18747,0.653,rap
18748,0.328,rap
18749,0.409,rap
18750,0.412,rap
18751,0.427,rap
18752,0.45,rap
18753,0.161,rap
18754,0.512,rap
18755,0.317,rap
18756,0.453,rap
18757,0.414,rap
18758,0.317,rap
18759,0.486,rap
18760,0.519,rap
18761,0.593,rap
18762,0.531,rap
18763,0.681,rap
18764,0.599,rap
18765,0.436,rap
18766,0.448,rap
18767,0.535,rap
18768,0.572,rap
18769,0.669,rap
18770,0.717,rap
18771,0.331,rap
18772,0.67,rap
18773,0.433,rap
18774,0.496,rap
18775,0.687,rap
18776,0.725,rap
18777,0.526,rap
18778,0.601,rap
18779,0.51,rap
18780,0.656,rap
18781,0.595,rap
18782,0.434,rap
18783,0.762,rap
18784,0.624,rap
18785,0.756,rap
18786,0.597,rap
18787,0.461,rap
18788,0.661,rap
18789,0.52,rap
18790,0.661,rap
18791,0.584,rap
18792,0.728,rap
18793,0.514,rap
18794,0.595,rap
18795,0.435,rap
18796,0.427,rap
18797,0.676,rap
18798,0.505,rap
18799,0.346,rap
18800,0.564,rap
18801,0.586,rap
18802,0.75,rap
18803,0.724,rap
18804,0.59,rap
18805,0.575,rap
18806,0.697,rap
18807,0.814,rap
18808,0.486,rap
18809,0.711,rap
18810,0.585,rap
18811,0.491,rap
18812,0.521,rap
18813,0.429,rap
18814,0.651,rap
18815,0.562,rap
18816,0.467,rap
18817,0.621,rap
18818,0.661,rap
18819,0.657,rap
18820,0.625,rap
18821,0.849,rap
18822,0.538,rap
18823,0.776,rap
18824,0.78,rap
18825,0.717,rap
18826,0.578,rap
18827,0.516,rap
18828,0.741,rap
18829,0.726,rap
18830,0.653,rap
18831,0.695,rap
18832,0.513,rap
18833,0.744,rap
18834,0.483,rap
18835,0.825,rap
18836,0.843,rap
18837,0.649,rap
18838,0.693,rap
18839,0.767,rap
18840,0.465,rap
18841,0.833,rap
18842,0.753,rap
18843,0.729,rap
18844,0.544,rap
18845,0.568,rap
18846,0.539,rap
18847,0.732,rap
18848,0.779,rap
18849,0.679,rap
18850,0.67,rap
18851,0.703,rap
18852,0.668,rap
18853,0.533,rap
18854,0.667,rap
18855,0.535,rap
18856,0.538,rap
18857,0.664,rap
18858,0.48,rap
18859,0.868,rap
18860,0.423,rap
18861,0.551,rap
18862,0.553,rap
18863,0.46,rap
18864,0.513,rap
18865,0.599,rap
18866,0.819,rap
18867,0.479,rap
18868,0.607,rap
18869,0.589,rap
18870,0.913,rap
18871,0.549,rap
18872,0.797,rap
18873,0.846,rap
18874,0.796,rap
18875,0.459,rap
18876,0.533,rap
18877,0.766,rap
18878,0.872,rap
18879,0.608,rap
18880,0.628,rap
18881,0.695,rap
18882,0.705,rap
18883,0.514,rap
18884,0.921,rap
18885,0.521,rap
18886,0.646,rap
18887,0.553,rap
18888,0.483,rap
18889,0.792,rap
18890,0.717,rap
18891,0.706,rap
18892,0.695,rap
18893,0.577,rap
18894,0.329,rap
18895,0.595,rap
18896,0.512,rap
18897,0.55,rap
18898,0.0874,rap
18899,0.265,rap
18900,0.0644,rap
18901,0.0753,rap
18902,0.302,rap
18903,0.807,rap
18904,0.842,rap
18905,0.387,rap
18906,0.844,rap
18907,0.761,rap
18908,0.764,rap
18909,0.571,rap
18910,0.361,rap
18911,0.5,rap
18912,0.882,rap
18913,0.648,rap
18914,0.719,rap
18915,0.785,rap
18916,0.702,rap
18917,0.439,rap
18918,0.318,rap
18919,0.223,rap
18920,0.105,rap
18921,0.103,rap
18922,0.209,rap
18923,0.265,rap
18924,0.246,rap
18925,0.377,rap
18926,0.124,rap
18927,0.207,rap
18928,0.287,rap
18929,0.0375,rap
18930,0.394,rap
18931,0.289,rap
18932,0.172,rap
18933,0.423,rap
18934,0.345,rap
18935,0.59,rap
18936,0.0924,rap
18937,0.318,rap
18938,0.266,rap
18939,0.245,rap
18940,0.386,rap
18941,0.149,rap
18942,0.216,rap
18943,0.391,rap
18944,0.103,rap
18945,0.111,rap
18946,0.194,rap
18947,0.0881,rap
18948,0.187,rap
18949,0.691,rap
18950,0.666,rap
18951,0.599,rap
18952,0.483,rap
18953,0.764,rap
18954,0.578,rap
18955,0.77,rap
18956,0.596,rap
18957,0.518,rap
18958,0.74,rap
18959,0.939,rap
18960,0.521,rap
18961,0.603,rap
18962,0.731,rap
18963,0.908,rap
18964,0.757,rap
18965,0.614,rap
18966,0.662,rap
18967,0.728,rap
18968,0.428,rap
18969,0.821,rap
18970,0.693,rap
18971,0.759,rap
18972,0.673,rap
18973,0.88,rap
18974,0.841,rap
18975,0.881,rap
18976,0.707,rap
18977,0.896,rap
18978,0.607,rap
18979,0.58,rap
18980,0.827,rap
18981,0.663,rap
18982,0.748,rap
18983,0.79,rap
18984,0.732,rap
18985,0.459,rap
18986,0.692,rap
18987,0.892,rap
18988,0.767,rap
18989,0.62,rap
18990,0.431,rap
18991,0.86,rap
18992,0.687,rap
18993,0.727,rap
18994,0.749,rap
18995,0.471,rap
18996,0.484,rap
18997,0.845,rap
18998,0.627,rap
18999,0.621,rap
19000,0.786,rap
19001,0.749,rap
19003,0.63,rap
19004,0.844,rap
19005,0.66,rap
19006,0.764,rap
19007,0.739,rap
19008,0.927,rap
19302,0.833,rap
19303,0.714,rap
19304,0.813,rap
19305,0.714,rap
19306,0.817,rap
19450,0.613,rap
19451,0.711,rap
19452,0.856,rap
19453,0.747,rap
19454,0.771,rap
19455,0.688,rap
19456,0.7,rap
19457,0.818,rap
19459,0.602,rap
19481,0.816,rap
19648,0.746,rap
19649,0.785,rap
19650,0.925,rap
19651,0.576,rap
19652,0.856,rap
19653,0.637,rap
19654,0.625,rap
19655,0.899,rap
19656,0.668,rap
19657,0.675,rap
19658,0.765,rap
19659,0.705,rap
19660,0.474,rap
19661,0.747,rap
19662,0.965,rap
19663,0.581,rap
19664,0.606,rap
19665,0.838,rap
19666,0.79,rap
19667,0.897,rap
19672,0.654,rap
