,loudness,playlist_genre
10926,-7.59,rap
10927,-9.206,rap
10928,-7.222,rap
10929,-4.736,rap
10930,-4.628,rap
10931,-5.775,rap
10932,-6.055,rap
10933,-8.828,rap
10934,-2.457,rap
10935,-4.375,rap
10936,-7.116,rap
10937,-6.507,rap
10938,-5.077,rap
10939,-6.884,rap
10940,-5.192,rap
10941,-1.702,rap
10942,-2.133,rap
10943,-4.62,rap
10944,-9.439,rap
10945,-9.073,rap
10946,-7.353,rap
10947,-8.634,rap
10948,-6.79,rap
10949,-5.596,rap
10950,-2.562,rap
10951,-5.601,rap
10952,-5.095,rap
10953,-5.606,rap
10954,-9.196,rap
10955,-4.391,rap
10956,-3.344,rap
10966,-5.096,rap
10967,-8.819,rap
10968,-8.466,rap
10969,-6.166,rap
10970,-8.053,rap
10985,-7.041,rap
10986,-5.34,rap
10987,-7.46,rap
10988,-8.586,rap
10989,-6.825,rap
10990,-6.831,rap
10991,-12.123,rap
10992,-10.667,rap
10993,-10.697,rap
10994,-11.278,rap
10995,-9.721,rap
10996,-6.27,rap
10997,-9.459,rap
10998,-8.35,rap
10999,-9.37,rap
11000,-5.414,rap
11001,-5.523,rap
11002,-15.538,rap
11003,-10.332,rap
11004,-14.252,rap
11005,-5.558,rap
11006,-4.799,rap
11007,-11.739,rap
11008,-3.739,rap
11009,-8.185,rap
11010,-3.881,rap
11011,-3.14,rap
11012,-9.0,rap
11013,-13.131,rap
11014,-12.469,rap
11015,-12.377,rap
11016,-9.969,rap
11017,-9.489,rap
11018,-8.09,rap
11019,-10.359,rap
11020,-7.806,rap
11021,-7.915,rap
11022,-11.886,rap
11023,-10.948,rap
11024,-10.904,rap
11025,-14.721,rap
11026,-10.98,rap
11027,-5.964,rap
11028,-9.875,rap
11029,-7.058,rap
11030,-7.832,rap
11031,-5.996,rap
11032,-5.587,rap
11033,-8.604,rap
11034,-9.715,rap
11035,-8.452,rap
11036,-10.596,rap
11037,-9.92,rap
11038,-8.064,rap
11039,-6.339,rap
11040,-5.921,rap
11041,-9.313,rap
11042,-5.34,rap
11043,-7.86,rap
11044,-9.882,rap
11045,-8.395,rap
11046,-6.944,rap
11047,-11.038,rap
11048,-8.778,rap
11049,-5.411,rap
11050,-7.045,rap
11051,-12.042,rap
11060,-8.258,rap
11061,-6.79,rap
11062,-7.217,rap
11063,-5.782,rap
11064,-7.909,rap
11065,-8.563,rap
11066,-7.388,rap
11067,-5.469,rap
11068,-5.755,rap
11384,-5.541,rap
11385,-4.724,rap
11386,-9.476,rap
11387,-6.818,rap
11388,-3.193,rap
11389,-4.884,rap
11390,-11.767,rap
11391,-4.589,rap
11392,-9.126,rap
11393,-4.884,rap
11394,-4.633,rap
11395,-8.086,rap
11396,-5.358,rap
11397,-4.707,rap
11398,-6.534,rap
11399,-7.509,rap
11400,-9.81,rap
11401,-8.476,rap
11402,-5.613,rap
11403,-2.43,rap
11404,-5.608,rap
11405,-2.968,rap
11406,-6.578,rap
11407,-5.757,rap
11408,-5.742,rap
11409,-6.71,rap
11410,-3.791,rap
11411,-6.388,rap
11412,-7.308,rap
11413,-6.952,rap
11414,-4.36,rap
11415,-5.683,rap
11416,-5.772,rap
11417,-5.641,rap
11419,-3.356,rap
11420,-4.921,rap
11421,-5.278,rap
11422,-10.742,rap
11423,-9.02,rap
11424,-7.817,rap
11425,-4.194,rap
11426,-5.067,rap
11427,-3.834,rap
11428,-9.795,rap
11429,-5.987,rap
11430,-3.88,rap
11431,-7.033,rap
11432,-10.31,rap
11433,-6.749,rap
11434,-6.677,rap
11435,-4.878,rap
11436,-7.278,rap
11437,-6.371,rap
11464,-4.496,rap
11474,-4.326,rap
11475,-7.513,rap
11492,-6.223,rap
11493,-3.781,rap
11494,-5.083,rap
11495,-12.695,rap
11496,-8.187,rap
11497,-9.547,rap
11498,-3.536,rap
11499,-4.784,rap
11510,-6.232,rap
11511,-3.029,rap
11512,-5.225,rap
11513,-4.326,rap
11514,-6.617,rap
11515,-8.055,rap
11516,-7.617,rap
11517,-7.439,rap
11519,-6.035,rap
11520,-1.647,rap
11521,-7.151,rap
11522,-4.844,rap
11523,-16.99,rap
11524,-3.593,rap
11525,-5.572,rap
11526,-3.026,rap
11527,-6.509,rap
11528,-6.668,rap
11529,-5.035,rap
11530,-4.946,rap
11531,-7.741,rap
11542,-7.39,rap
11543,-5.95,rap
11544,-8.255,rap
11545,-3.641,rap
11546,-5.919,rap
11547,-10.237,rap
11548,-6.511,rap
11549,-13.516,rap
11550,-8.623,rap
11551,-6.124,rap
11552,-10.81,rap
11553,-6.2,rap
11554,-7.366,rap
11555,-4.654,rap
11566,-12.327,rap
11567,-6.472,rap
11595,-7.079,rap
11596,-7.399,rap
11597,-5.919,rap
11598,-6.758,rap
11599,-7.68,rap
11600,-6.839,rap
11601,-5.164,rap
11607,-4.143,rap
11608,-5.537,rap
11609,-4.191,rap
11610,-7.273,rap
11611,-3.625,rap
11612,-6.061,rap
11613,-9.747,rap
11614,-8.419,rap
11615,-3.422,rap
11616,-2.246,rap
11617,-8.259,rap
11618,-5.198,rap
11626,-11.208,rap
11627,-3.271,rap
11628,-5.09,rap
11629,-6.108,rap
11630,-5.949,rap
12829,-9.263,rap
12830,-9.907,rap
12831,-5.525,rap
12832,-4.162,rap
12833,-4.71,rap
12834,-4.783,rap
12835,-7.364,rap
12836,-10.467,rap
12837,-7.194,rap
12838,0.551,rap
12839,-7.818,rap
12840,-9.635,rap
12841,-15.032,rap
12842,-3.902,rap
12843,-5.583,rap
12845,-7.588,rap
12846,-12.692,rap
12847,-12.908,rap
12848,-7.003,rap
12849,-8.076,rap
12850,-11.439,rap
12851,-4.586,rap
12852,-5.431,rap
12853,-14.845,rap
12854,-9.965,rap
12855,-5.981,rap
12856,-7.877,rap
12857,-6.951,rap
12858,-2.244,rap
12859,-6.123,rap
12860,-5.133,rap
12861,-4.374,rap
12862,-8.474,rap
12863,-8.885,rap
12864,-7.816,rap
12865,-8.267,rap
12866,-8.161,rap
12867,-4.497,rap
12868,-3.915,rap
12869,-6.705,rap
12870,-4.572,rap
12871,-3.206,rap
12872,-5.438,rap
12873,-2.153,rap
12874,-6.54,rap
12875,-7.025,rap
12876,-6.377,rap
12877,-7.804,rap
12878,-7.244,rap
12879,-1.181,rap
12880,-6.844,rap
12881,-7.092,rap
12882,-4.99,rap
12883,-2.712,rap
12884,-6.815,rap
12885,-5.332,rap
12886,-10.566,rap
12887,-10.01,rap
12888,-4.698,rap
12889,-4.573,rap
12890,-5.146,rap
12891,-4.07,rap
12892,-5.489,rap
12893,-6.512,rap
12894,-5.96,rap
12895,-0.734,rap
12896,-6.856,rap
12897,-5.389,rap
12898,-4.303,rap
12899,-6.643,rap
12900,-4.065,rap
12901,-5.956,rap
12902,-3.941,rap
12903,-4.911,rap
12904,-4.039,rap
12905,-5.828,rap
12906,-4.784,rap
12907,-2.316,rap
12908,-3.977,rap
12909,-4.463,rap
12910,-3.489,rap
12911,-4.171,rap
12912,-5.442,rap
12913,-8.147,rap
12914,-7.094,rap
12915,-6.761,rap
12916,-4.371,rap
12917,-5.065,rap
12918,-2.679,rap
12919,-6.62,rap
12920,-4.028,rap
12921,-5.557,rap
12922,-4.426,rap
12923,-8.031,rap
12924,-3.414,rap
12925,-5.018,rap
12926,-4.919,rap
12927,-7.44,rap
12928,-6.644,rap
12929,-6.946,rap
12930,-7.108,rap
12931,-4.55,rap
12932,-5.937,rap
12933,-7.094,rap
12934,-4.442,rap
12935,-2.295,rap
12936,-5.436,rap
12937,-5.811,rap
12938,-8.407,rap
12939,-3.754,rap
12940,-6.959,rap
12941,-8.62,rap
12942,-2.528,rap
12943,-4.777,rap
12944,-5.582,rap
12945,-8.377,rap
12946,-7.355,rap
12947,-4.516,rap
12948,-5.249,rap
12949,-3.802,rap
12950,-6.402,rap
12951,-5.547,rap
12952,-2.09,rap
12953,-8.122,rap
12954,-5.357,rap
12955,-4.765,rap
12956,-5.642,rap
12957,-4.384,rap
12958,-3.02,rap
12959,-7.508,rap
12960,-8.614,rap
12961,-9.036,rap
12962,-6.123,rap
12963,-7.931,rap
12964,-6.883,rap
12965,-6.513,rap
12966,-11.088,rap
12967,-7.98,rap
12968,-6.881,rap
12969,-9.36,rap
12970,-5.473,rap
12971,-5.922,rap
12972,-8.089,rap
12973,-6.846,rap
12974,-8.433,rap
12975,-9.727,rap
12976,-3.075,rap
12977,-7.22,rap
12978,-6.004,rap
12979,-5.793,rap
12980,-7.401,rap
12981,-8.125,rap
12982,-5.947,rap
12983,-4.176,rap
12993,-7.277,rap
12994,-10.389,rap
13446,-7.847,rap
13447,-15.636,rap
13448,-7.886,rap
13449,-14.158,rap
13461,-14.113,rap
13462,-10.113,rap
13463,-15.547,rap
13464,-14.382,rap
13465,-7.83,rap
13466,-16.13,rap
13467,-11.062,rap
13468,-11.039,rap
13469,-16.186,rap
13470,-8.157,rap
13471,-23.482,rap
13472,-10.338,rap
13473,-19.737,rap
13474,-9.488,rap
13475,-20.824,rap
13476,-13.044,rap
13477,-12.784,rap
13478,-13.09,rap
13479,-11.828,rap
13480,-13.634,rap
13481,-9.827,rap
13482,-9.215,rap
13483,-9.025,rap
13484,-10.689,rap
13485,-14.846,rap
13486,-15.988,rap
13487,-10.921,rap
13488,-12.274,rap
13489,-6.144,rap
13490,-14.268,rap
13491,-4.899,rap
13492,-12.337,rap
13493,-7.926,rap
13494,-11.708,rap
13495,-10.179,rap
13496,-11.26,rap
13497,-24.813,rap
13498,-9.747,rap
13499,-4.946,rap
13500,-5.721,rap
13501,-10.151,rap
13502,-7.341,rap
13503,-9.736,rap
13504,-15.317,rap
13505,-10.062,rap
13506,-13.716,rap
13507,-4.971,rap
13508,-17.086,rap
13509,-10.254,rap
13510,-7.257,rap
13511,-18.106,rap
13512,-9.394,rap
13513,-6.707,rap
13514,-9.657,rap
13515,-13.071,rap
13516,-9.922,rap
13517,-12.292,rap
13518,-18.2,rap
13519,-11.195,rap
13520,-11.878,rap
13521,-10.14,rap
13522,-12.028,rap
13523,-9.987,rap
13524,-7.216,rap
13525,-19.536,rap
13526,-8.71,rap
13527,-9.76,rap
13528,-8.154,rap
13529,-8.665,rap
13530,-9.091,rap
13531,-10.61,rap
13532,-18.776,rap
13533,-17.125,rap
13534,-10.464,rap
13535,-11.739,rap
13536,-9.298,rap
13540,-9.398,rap
13541,-15.269,rap
13542,-8.542,rap
13543,-7.868,rap
13544,-8.286,rap
13545,-16.015,rap
13546,-18.351,rap
13547,-12.051,rap
13548,-4.013,rap
13549,-9.133,rap
13550,-8.716,rap
13551,-6.445,rap
13552,-8.718,rap
13867,-7.321,rap
13868,-7.435,rap
13869,-3.726,rap
13870,-4.113,rap
13871,-5.58,rap
13872,-10.219,rap
13873,-10.406,rap
13874,-2.445,rap
13875,-5.953,rap
13876,-5.551,rap
13877,-7.338,rap
13878,-9.694,rap
13879,-12.051,rap
13880,-12.871,rap
13985,-4.979,rap
13986,-4.277,rap
13987,-4.611,rap
13988,-5.281,rap
13989,-4.401,rap
13990,-4.348,rap
13991,-6.024,rap
13992,-4.512,rap
13993,-4.868,rap
13994,-6.43,rap
13995,-8.673,rap
13996,-3.61,rap
13997,-6.797,rap
13999,-6.331,rap
14000,-6.916,rap
14001,-10.634,rap
14002,-11.117,rap
14003,-7.219,rap
14004,-6.896,rap
14005,-5.369,rap
14006,-6.307,rap
14007,-5.989,rap
14008,-7.164,rap
14010,-10.029,rap
14011,-6.304,rap
14013,-8.152,rap
14014,-5.867,rap
14015,-5.869,rap
14016,-6.034,rap
14017,-7.419,rap
14018,-6.275,rap
14019,-5.457,rap
14020,-5.194,rap
14021,-5.185,rap
14022,-6.475,rap
14023,-6.071,rap
14024,-5.933,rap
14025,-7.157,rap
14026,-6.493,rap
14027,-9.369,rap
14028,-7.188,rap
14029,-2.776,rap
14030,-7.049,rap
14031,-6.58,rap
14032,-5.29,rap
14033,-6.826,rap
14034,-6.01,rap
14035,-6.679,rap
14036,-5.525,rap
14037,-2.208,rap
14038,-3.303,rap
14039,-3.758,rap
14040,-5.254,rap
14041,-7.709,rap
14042,-6.49,rap
14044,-4.631,rap
14045,-8.411,rap
14046,-8.589,rap
14047,-3.675,rap
14048,-5.344,rap
14049,-5.362,rap
14050,-5.534,rap
14051,-5.884,rap
14052,-4.432,rap
14053,-5.078,rap
14054,-6.453,rap
14055,-6.555,rap
14056,-5.566,rap
14057,-4.591,rap
14058,-5.512,rap
14059,-4.108,rap
14060,-5.191,rap
14061,-5.454,rap
14062,-5.194,rap
14063,-5.996,rap
14064,-4.476,rap
14065,-6.212,rap
14066,-1.995,rap
14067,-5.897,rap
14068,-5.454,rap
14069,-4.674,rap
14070,-3.902,rap
14086,-7.171,rap
14221,-4.14,rap
14222,-6.748,rap
14223,-5.811,rap
14240,-6.293,rap
14241,-5.935,rap
14242,-6.007,rap
14252,-2.99,rap
14253,-4.76,rap
14254,-10.582,rap
15023,-4.015,rap
15024,-5.496,rap
15025,-3.666,rap
15026,-2.267,rap
15027,-3.946,rap
15028,-7.332,rap
15029,-4.175,rap
15030,-3.824,rap
15031,-7.605,rap
15032,-5.436,rap
15037,-7.331,rap
15038,-6.729,rap
15039,-5.25,rap
15040,-2.148,rap
15041,-4.605,rap
15042,-5.957,rap
15043,-5.24,rap
15044,-4.736,rap
15045,-5.396,rap
15046,-3.627,rap
15047,-3.806,rap
15048,-7.005,rap
15049,-2.947,rap
15050,-3.778,rap
15051,-3.081,rap
15052,-3.414,rap
15053,-2.959,rap
15054,-6.231,rap
15055,-4.153,rap
15056,-4.512,rap
15057,-2.251,rap
15058,-4.954,rap
15059,-11.259,rap
15060,-8.414,rap
15061,-4.518,rap
15062,-13.807,rap
15063,-5.228,rap
15064,-3.88,rap
15065,-2.225,rap
15066,-6.068,rap
15067,-3.389,rap
15068,-7.341,rap
15069,-5.7,rap
15070,-5.468,rap
15071,-5.709,rap
15072,-3.75,rap
15073,-5.773,rap
15074,-4.374,rap
15075,-6.002,rap
15076,-8.801,rap
15077,-4.865,rap
15078,-6.761,rap
15079,-6.537,rap
15080,-7.773,rap
15081,-3.733,rap
15082,-5.545,rap
15083,-5.174,rap
15084,-7.096,rap
15085,-2.299,rap
15097,-8.212,rap
15101,-3.928,rap
15102,-7.833,rap
15103,-6.576,rap
15104,-7.167,rap
15105,-6.263,rap
15106,-9.562,rap
15107,-6.676,rap
15108,-12.56,rap
15109,-5.128,rap
15110,-3.623,rap
15111,-5.188,rap
15112,-5.113,rap
15113,-1.785,rap
15114,-3.609,rap
15115,-7.455,rap
15117,-6.615,rap
15118,-6.408,rap
15119,-5.62,rap
15120,-4.973,rap
15121,-2.741,rap
15131,-6.789,rap
15132,-10.329,rap
15133,-7.003,rap
15134,-6.146,rap
15150,-3.44,rap
15151,-5.429,rap
15152,-5.242,rap
15153,-5.144,rap
15154,-5.139,rap
15155,-6.043,rap
15156,-6.404,rap
15244,-6.485,rap
15245,-6.44,rap
15246,-9.1,rap
15247,-4.098,rap
15248,-4.351,rap
15264,-10.964,rap
15265,-7.541,rap
15266,-3.899,rap
15267,-6.223,rap
15268,-5.731,rap
15269,-8.55,rap
15270,-4.93,rap
15271,-4.877,rap
15272,-4.542,rap
15273,-7.282,rap
15274,-6.615,rap
15275,-5.863,rap
15276,-6.295,rap
15277,-7.463,rap
15278,-13.737,rap
15279,-11.992,rap
15280,-11.148,rap
15281,-7.571,rap
15282,-3.364,rap
15283,-4.514,rap
15284,-2.413,rap
15285,-7.994,rap
15286,-7.71,rap
15287,-5.392,rap
15288,-9.669,rap
15289,-14.876,rap
15290,-16.572,rap
15291,-15.083,rap
15292,-8.443,rap
15293,-7.389,rap
15294,-7.197,rap
15295,-7.864,rap
15307,-14.431,rap
15308,-9.519,rap
15309,-6.168,rap
15310,-11.644,rap
15311,-4.065,rap
15312,-4.266,rap
15345,-6.174,rap
15346,-5.536,rap
15347,-10.666,rap
15348,-3.56,rap
15349,-6.218,rap
15350,-9.519,rap
15351,-4.351,rap
15359,-7.924,rap
15360,-16.82,rap
15361,-13.427,rap
15363,-11.786,rap
15364,-6.933,rap
15365,-7.904,rap
15366,-6.089,rap
15367,-8.131,rap
15368,-5.019,rap
15369,-7.972,rap
15370,-7.881,rap
15371,-7.0,rap
15372,-10.087,rap
15373,-6.353,rap
15374,-10.841,rap
15389,-5.902,rap
15390,-6.97,rap
15391,-6.287,rap
15392,-6.865,rap
15393,-10.11,rap
15394,-4.901,rap
15395,-11.677,rap
15396,-10.121,rap
15397,-9.524,rap
15398,-7.265,rap
15400,-6.239,rap
15401,-7.543,rap
15402,-6.702,rap
15403,-9.338,rap
15404,-5.392,rap
15405,-5.344,rap
15406,-16.769,rap
15407,-6.895,rap
15408,-5.62,rap
15434,-6.113,rap
15608,-9.651,rap
15609,-10.422,rap
15610,-9.465,rap
15611,-6.134,rap
15612,-6.898,rap
15613,-5.119,rap
15616,-6.405,rap
15617,-6.245,rap
15618,-4.377,rap
15619,-5.704,rap
15620,-4.738,rap
15621,-7.333,rap
15622,-6.848,rap
15623,-5.244,rap
15624,-5.334,rap
15625,-4.694,rap
15626,-2.814,rap
15627,-7.533,rap
15628,-6.312,rap
15629,-7.453,rap
15630,-8.398,rap
15631,-9.814,rap
15632,-7.987,rap
15633,-6.534,rap
15634,-3.477,rap
15635,-5.169,rap
15636,-4.48,rap
15637,-6.772,rap
15638,-4.886,rap
15639,-6.973,rap
15640,-6.664,rap
15641,-14.316,rap
15642,-8.215,rap
15643,-2.534,rap
15644,-8.216,rap
15645,-8.196,rap
15646,-8.429,rap
15647,-7.533,rap
15648,-5.861,rap
15649,-4.939,rap
15650,-7.634,rap
15651,-10.91,rap
15652,-8.581,rap
15653,-5.628,rap
15654,-10.569,rap
15655,-3.43,rap
15656,-6.899,rap
15657,-4.984,rap
15658,-4.547,rap
15665,-6.999,rap
15666,-10.504,rap
15667,-7.946,rap
15668,-4.526,rap
15669,-6.788,rap
15670,-11.813,rap
15671,-2.848,rap
15672,-6.004,rap
15673,-11.378,rap
15674,-7.261,rap
15675,-8.942,rap
15676,-6.798,rap
15677,-6.375,rap
15678,-9.721,rap
15679,-10.068,rap
15680,-8.785,rap
15681,-9.019,rap
15691,-6.567,rap
15692,-10.379,rap
15693,-4.706,rap
15807,-5.012,rap
15808,-6.654,rap
15809,-5.583,rap
15810,-4.181,rap
15828,-5.21,rap
15829,-5.815,rap
15830,-5.133,rap
15831,-5.474,rap
15832,-8.22,rap
15833,-4.223,rap
15834,-7.44,rap
15835,-7.644,rap
15836,-2.178,rap
15851,-5.783,rap
15852,-6.405,rap
16202,-6.691,rap
16203,-6.937,rap
16210,-12.007,rap
16211,-6.984,rap
16212,-5.606,rap
16213,-6.332,rap
16214,-2.471,rap
16215,-13.217,rap
16231,-6.402,rap
16232,-5.776,rap
16526,-4.577,rap
16527,-4.024,rap
16528,-3.828,rap
16529,-5.509,rap
16530,-8.267,rap
16531,-7.036,rap
16532,-6.523,rap
16533,-2.186,rap
16534,-7.869,rap
16535,-3.903,rap
16536,-5.516,rap
16537,-7.297,rap
16538,-4.453,rap
16539,-5.5,rap
16540,-8.489,rap
16541,-3.019,rap
16542,-8.432,rap
16543,-0.846,rap
16544,-3.517,rap
16545,-3.347,rap
16546,-4.964,rap
16547,-6.888,rap
16548,-3.139,rap
16549,-3.455,rap
16550,-8.943,rap
16551,-5.561,rap
16552,-5.919,rap
16553,-5.151,rap
16554,-1.876,rap
16555,-4.46,rap
16556,-8.997,rap
16557,-4.139,rap
16558,-8.976,rap
16559,-8.922,rap
16560,-5.288,rap
16561,-6.434,rap
16562,-6.162,rap
16563,-4.535,rap
16564,-6.35,rap
16565,-6.068,rap
16566,-5.508,rap
16567,-5.445,rap
16568,-2.781,rap
16569,-6.7,rap
16570,-5.163,rap
16571,-2.921,rap
16572,-9.197,rap
16573,-6.872,rap
16574,-2.656,rap
16575,-2.012,rap
16576,-7.98,rap
16577,-1.718,rap
16578,-4.489,rap
16579,-3.624,rap
16580,-4.797,rap
16581,-5.34,rap
16582,-1.784,rap
16583,-3.723,rap
16584,-3.592,rap
16585,-7.062,rap
16586,-3.964,rap
16587,-3.414,rap
16588,-4.06,rap
16589,-3.937,rap
16590,-6.514,rap
16591,-0.475,rap
16592,-3.293,rap
16593,-6.88,rap
16594,-4.417,rap
16595,-7.075,rap
16596,-2.591,rap
16597,-6.365,rap
16598,-2.954,rap
16599,-2.463,rap
16614,-7.372,rap
16615,-2.501,rap
16616,-3.164,rap
16617,-3.845,rap
16618,-7.411,rap
16619,-2.226,rap
16620,-4.338,rap
16621,-5.21,rap
16622,-4.627,rap
17428,-6.909,rap
17435,-4.173,rap
17436,-7.282,rap
17437,-6.702,rap
17439,-7.963,rap
17463,-8.538,rap
17464,-6.843,rap
17465,-4.004,rap
17466,-7.773,rap
17467,-8.118,rap
17472,-8.815,rap
17481,-7.75,rap
17483,-5.265,rap
17484,-5.319,rap
17485,-4.529,rap
17486,-7.734,rap
17487,-7.109,rap
17489,-7.185,rap
17490,-4.957,rap
17491,-6.847,rap
17492,-7.697,rap
17493,-6.847,rap
17494,-6.309,rap
17495,-8.725,rap
17504,-5.13,rap
17513,-8.583,rap
17514,-11.829,rap
17515,-14.584,rap
17520,-5.448,rap
17521,-7.037,rap
17523,-6.123,rap
17524,-4.05,rap
17525,-9.603,rap
17526,-9.945,rap
17527,-4.812,rap
17528,-6.538,rap
17565,-6.275,rap
17688,-2.427,rap
17846,-11.092,rap
17847,-6.392,rap
17848,-4.587,rap
17849,-6.351,rap
17850,-5.902,rap
17851,-11.249,rap
17852,-5.146,rap
17853,-5.39,rap
17863,-8.165,rap
17872,-7.836,rap
17873,-10.604,rap
17874,-6.192,rap
17875,-8.416,rap
17876,-6.956,rap
17877,-8.772,rap
17878,-5.845,rap
17879,-5.975,rap
17880,-7.103,rap
17881,-10.443,rap
17886,-7.61,rap
17887,-8.046,rap
17888,-4.719,rap
17889,-6.479,rap
17890,-5.266,rap
17891,-6.279,rap
17898,-11.475,rap
17900,-8.944,rap
17901,-6.722,rap
17902,-7.177,rap
17903,-5.555,rap
17904,-3.371,rap
17905,-7.94,rap
17906,-8.263,rap
17991,-6.827,rap
17992,-5.207,rap
17993,-2.84,rap
17994,-4.241,rap
17995,-5.763,rap
18013,-5.976,rap
18014,-5.383,rap
18015,-6.895,rap
18016,-5.584,rap
18017,-6.212,rap
18018,-5.189,rap
18019,-5.195,rap
18020,-4.692,rap
18021,-5.305,rap
18022,-5.286,rap
18023,-5.656,rap
18024,-6.234,rap
18025,-4.956,rap
18026,-4.031,rap
18027,-6.107,rap
18028,-4.972,rap
18029,-4.902,rap
18030,-5.089,rap
18040,-8.899,rap
18041,-6.079,rap
18042,-7.309,rap
18043,-7.377,rap
18044,-6.049,rap
18045,-6.662,rap
18046,-5.022,rap
18097,-7.497,rap
18117,-6.554,rap
18118,-5.907,rap
18119,-5.08,rap
18120,-6.587,rap
18121,-4.619,rap
18130,-8.311,rap
18135,-5.479,rap
18138,-6.664,rap
18139,-9.572,rap
18140,-7.236,rap
18141,-4.566,rap
18142,-4.45,rap
18143,-5.883,rap
18144,-7.664,rap
18145,-9.926,rap
18146,-7.408,rap
18147,-6.774,rap
18148,-6.763,rap
18149,-7.05,rap
18150,-6.549,rap
18151,-5.449,rap
18152,-5.825,rap
18153,-5.508,rap
18154,-5.479,rap
18155,-5.192,rap
18156,-6.373,rap
18157,-7.876,rap
18158,-5.962,rap
18159,-5.254,rap
18160,-5.179,rap
18161,-7.521,rap
18162,-7.373,rap
18164,-5.645,rap
18165,-6.782,rap
18166,-5.849,rap
18167,-5.59,rap
18168,-6.441,rap
18169,-7.142,rap
18170,-6.224,rap
18191,-11.866,rap
18192,-6.368,rap
18234,-6.432,rap
18235,-5.239,rap
18236,-5.921,rap
18237,-5.268,rap
18238,-7.836,rap
18239,-3.406,rap
18240,-4.61,rap
18241,-2.975,rap
18242,-3.29,rap
18243,-4.825,rap
18244,-4.934,rap
18245,-6.409,rap
18246,-5.738,rap
18247,-5.458,rap
18248,-5.296,rap
18249,-9.778,rap
18250,-4.183,rap
18251,-3.487,rap
18252,-3.226,rap
18253,-3.024,rap
18254,-13.501,rap
18255,-6.304,rap
18256,-8.71,rap
18257,-1.253,rap
18258,-5.781,rap
18259,-11.155,rap
18260,-6.527,rap
18261,-6.935,rap
18262,-5.229,rap
18263,-4.437,rap
18264,-4.284,rap
18265,-5.99,rap
18266,-8.318,rap
18267,-3.601,rap
18268,-5.381,rap
18269,-4.734,rap
18270,-7.034,rap
18271,-2.039,rap
18272,-1.326,rap
18273,-5.396,rap
18274,-4.494,rap
18275,-5.104,rap
18276,-5.07,rap
18277,-6.582,rap
18278,-5.847,rap
18279,-0.902,rap
18280,-4.41,rap
18281,-5.579,rap
18282,-8.411,rap
18283,-2.887,rap
18284,-5.715,rap
18285,-7.359,rap
18286,-6.386,rap
18287,-4.778,rap
18288,-8.823,rap
18289,-3.494,rap
18290,-5.103,rap
18291,-2.222,rap
18292,-5.937,rap
18293,-6.179,rap
18294,-4.764,rap
18295,-3.638,rap
18296,-5.123,rap
18297,-3.068,rap
18298,-6.393,rap
18299,-6.716,rap
18300,-8.793,rap
18301,-5.785,rap
18302,-3.831,rap
18303,-6.068,rap
18304,-5.9,rap
18305,-8.101,rap
18306,-2.096,rap
18307,-5.816,rap
18308,-7.418,rap
18309,-5.973,rap
18310,-11.993,rap
18311,-6.243,rap
18312,-6.152,rap
18313,-7.521,rap
18314,-6.686,rap
18315,-5.726,rap
18316,-5.078,rap
18317,-4.416,rap
18318,-5.141,rap
18319,-4.246,rap
18320,-7.469,rap
18321,-6.393,rap
18322,-4.006,rap
18323,-5.546,rap
18324,-4.598,rap
18325,-5.755,rap
18326,-10.925,rap
18327,-3.238,rap
18328,-9.991,rap
18329,-5.029,rap
18330,-2.579,rap
18331,-7.086,rap
18332,-3.434,rap
18333,-4.686,rap
18334,-5.023,rap
18335,-8.347,rap
18336,-4.282,rap
18337,-6.496,rap
18338,-6.093,rap
18339,-3.477,rap
18340,-7.79,rap
18341,-4.103,rap
18342,-3.094,rap
18343,-4.399,rap
18344,-9.329,rap
18345,-4.587,rap
18346,-5.827,rap
18347,-3.913,rap
18348,-4.912,rap
18349,-4.859,rap
18350,-5.971,rap
18351,-6.098,rap
18352,-7.527,rap
18353,-5.196,rap
18354,-6.349,rap
18355,-12.464,rap
18356,-6.441,rap
18357,-5.627,rap
18358,-6.563,rap
18378,-0.958,rap
18379,-3.643,rap
18380,-7.42,rap
18421,-10.646,rap
18422,-8.341,rap
18423,-6.694,rap
18424,-6.333,rap
18425,-2.773,rap
18426,-4.074,rap
18427,-10.141,rap
18428,-1.787,rap
18429,-10.136,rap
18430,-13.413,rap
18431,-5.077,rap
18432,-2.437,rap
18433,-5.254,rap
18434,-6.463,rap
18435,-5.334,rap
18436,-5.327,rap
18437,-6.004,rap
18438,-9.069,rap
18439,-4.535,rap
18440,-4.861,rap
18441,-5.771,rap
18442,-7.189,rap
18443,-0.765,rap
18444,-3.498,rap
18445,-3.719,rap
18446,-4.488,rap
18447,-6.97,rap
18448,-3.61,rap
18449,-1.512,rap
18450,-2.687,rap
18451,-7.292,rap
18452,-4.001,rap
18453,-3.274,rap
18454,-6.211,rap
18455,-2.252,rap
18457,-1.344,rap
18458,-3.171,rap
18459,-5.855,rap
18460,-5.249,rap
18461,-3.932,rap
18465,-3.592,rap
18470,-4.649,rap
18471,-5.679,rap
18472,-5.331,rap
18473,-6.467,rap
18474,-4.959,rap
18475,-9.78,rap
18476,-8.906,rap
18477,-7.002,rap
18478,-4.039,rap
18479,-4.072,rap
18480,-9.936,rap
18481,-3.162,rap
18482,-1.458,rap
18483,-3.196,rap
