,tempo,playlist_genre
483,103.055,rap
484,83.975,rap
485,94.982,rap
488,134.966,rap
489,118.027,rap
490,120.003,rap
491,134.017,rap
492,115.005,rap
493,148.107,rap
494,135.006,rap
495,79.958,rap
496,131.999,rap
497,130.03,rap
503,139.993,rap
504,179.552,rap
505,95.988,rap
507,160.061,rap
508,85.99,rap
509,159.66,rap
510,77.567,rap
638,99.468,rap
639,164.223,rap
640,180.389,rap
641,106.242,rap
642,91.528,rap
643,154.788,rap
644,97.995,rap
655,91.888,rap
665,82.024,rap
666,92.465,rap
667,93.029,rap
668,86.24,rap
669,103.201,rap
670,98.836,rap
671,94.188,rap
672,90.032,rap
688,195.906,rap
689,131.063,rap
690,97.96,rap
691,94.838,rap
692,126.056,rap
693,103.998,rap
694,132.04,rap
695,139.956,rap
696,129.941,rap
697,129.82,rap
698,200.095,rap
699,95.882,rap
700,87.979,rap
701,105.019,rap
702,150.114,rap
703,76.538,rap
716,139.986,rap
717,174.982,rap
718,140.045,rap
719,77.277,rap
720,67.956,rap
721,140.041,rap
722,139.926,rap
723,124.07,rap
724,149.908,rap
725,99.951,rap
726,86.907,rap
727,84.997,rap
728,152.45,rap
729,170.119,rap
730,95.99,rap
733,100.993,rap
734,75.035,rap
735,168.403,rap
736,151.021,rap
737,85.811,rap
738,163.85,rap
739,80.025,rap
740,115.11,rap
741,84.161,rap
742,135.916,rap
743,64.872,rap
744,138.8,rap
745,140.021,rap
746,176.72,rap
747,73.934,rap
749,122.164,rap
750,80.152,rap
751,160.121,rap
754,96.228,rap
755,147.775,rap
756,144.005,rap
757,98.006,rap
758,81.018,rap
759,80.011,rap
760,104.443,rap
763,75.755,rap
936,130.039,rap
937,120.01,rap
938,77.509,rap
940,158.051,rap
941,129.979,rap
942,104.009,rap
943,124.979,rap
944,120.055,rap
945,127.993,rap
946,119.936,rap
947,106.065,rap
948,122.0,rap
949,96.591,rap
950,146.056,rap
951,125.029,rap
953,82.628,rap
954,136.016,rap
955,130.087,rap
956,150.055,rap
957,120.069,rap
958,135.996,rap
959,130.028,rap
960,139.969,rap
961,109.964,rap
962,144.674,rap
971,159.949,rap
1003,113.989,rap
1004,76.365,rap
1005,149.943,rap
1006,105.005,rap
1007,115.994,rap
1008,149.977,rap
1009,74.501,rap
1021,105.052,rap
1022,145.03,rap
1023,128.1,rap
1024,130.944,rap
1025,139.963,rap
1026,129.904,rap
1027,114.997,rap
1028,150.122,rap
1029,116.65,rap
1030,120.052,rap
1031,109.989,rap
1032,120.155,rap
1033,117.064,rap
1042,100.002,rap
1043,96.057,rap
1044,119.969,rap
1057,103.029,rap
1058,92.978,rap
1065,150.014,rap
1066,105.031,rap
1067,134.427,rap
1070,134.023,rap
1071,121.906,rap
1072,129.966,rap
1073,154.929,rap
1074,114.985,rap
1075,86.971,rap
1078,144.959,rap
1079,128.981,rap
1080,124.619,rap
1081,130.011,rap
1082,128.075,rap
1083,135.903,rap
1084,140.022,rap
1088,100.005,rap
1089,144.038,rap
1090,149.042,rap
1112,140.064,rap
1121,125.998,rap
1129,142.24,rap
1130,96.023,rap
1137,147.974,rap
1138,154.928,rap
1139,116.03,rap
1143,129.985,rap
1148,169.851,rap
1154,129.927,rap
1155,99.01,rap
1156,159.943,rap
1161,149.937,rap
1162,100.054,rap
1163,139.986,rap
1164,139.978,rap
1165,154.939,rap
1166,128.898,rap
1168,124.002,rap
1169,110.035,rap
1170,91.986,rap
1171,111.958,rap
1172,74.981,rap
1229,119.965,rap
1230,140.953,rap
1231,147.978,rap
1232,118.036,rap
1233,88.893,rap
1257,144.073,rap
1258,133.959,rap
1259,160.037,rap
1260,150.024,rap
1261,73.97,rap
1262,94.06,rap
1263,139.833,rap
1264,143.477,rap
1265,100.982,rap
1266,100.03,rap
1267,159.987,rap
1268,112.93,rap
1269,158.07,rap
1270,135.97,rap
1289,140.046,rap
1292,135.042,rap
1293,95.007,rap
1303,99.027,rap
1304,68.985,rap
1311,134.951,rap
1312,100.018,rap
1315,145.808,rap
1316,148.22,rap
1317,102.012,rap
1346,99.99,rap
1347,122.99,rap
1348,171.937,rap
1349,75.989,rap
1350,158.891,rap
1351,100.006,rap
1352,149.919,rap
1353,136.003,rap
1354,140.0,rap
1400,157.016,rap
1401,83.978,rap
1402,129.998,rap
1403,128.941,rap
1404,177.08,rap
1405,120.672,rap
1406,91.497,rap
1407,109.83,rap
1408,139.916,rap
1409,95.045,rap
1410,139.969,rap
1411,93.27,rap
1412,107.93,rap
1413,123.995,rap
1414,125.066,rap
1415,184.026,rap
1416,94.999,rap
1417,140.034,rap
1420,100.015,rap
1421,123.947,rap
1422,112.041,rap
1448,133.971,rap
1449,91.984,rap
1450,160.027,rap
1451,129.054,rap
1452,100.995,rap
1453,155.015,rap
1464,149.972,rap
1465,91.158,rap
1466,133.922,rap
1467,132.097,rap
1468,140.956,rap
1469,96.005,rap
1470,105.027,rap
1474,174.63,rap
1475,144.256,rap
1476,157.918,rap
1477,97.512,rap
1479,145.045,rap
1498,95.013,rap
1499,78.44,rap
1506,160.133,rap
1507,129.883,rap
1530,129.932,rap
1531,90.059,rap
1532,140.05,rap
1533,159.929,rap
1534,160.087,rap
1535,137.956,rap
1536,160.153,rap
1537,103.998,rap
1538,76.962,rap
1539,157.833,rap
1540,132.959,rap
1541,90.065,rap
1542,84.389,rap
1543,150.074,rap
1582,140.048,rap
1583,129.958,rap
1584,139.931,rap
1585,121.99,rap
1586,151.957,rap
1587,107.963,rap
1588,100.996,rap
1589,114.963,rap
1594,129.991,rap
1595,134.91,rap
1596,122.073,rap
1597,118.969,rap
1598,140.133,rap
1599,120.146,rap
1600,139.937,rap
1601,149.793,rap
1602,124.922,rap
1603,149.993,rap
1607,128.01,rap
1608,160.057,rap
1609,115.938,rap
1610,137.945,rap
1611,152.04,rap
1612,145.929,rap
1613,91.97,rap
1614,113.058,rap
1615,144.989,rap
1616,150.046,rap
1618,110.214,rap
1619,141.944,rap
1620,140.984,rap
1958,142.001,rap
1959,140.015,rap
1960,150.122,rap
1961,140.029,rap
1962,100.03,rap
1963,130.015,rap
1964,137.064,rap
1965,119.938,rap
1966,135.034,rap
1967,140.05,rap
1969,170.0,rap
1970,135.95,rap
1971,130.013,rap
1972,129.875,rap
1973,114.098,rap
1974,189.779,rap
1975,99.853,rap
1976,140.045,rap
1977,130.037,rap
1978,76.974,rap
1979,159.975,rap
1993,92.04,rap
1994,126.354,rap
2026,139.989,rap
2027,130.071,rap
2028,140.018,rap
2054,139.969,rap
2055,119.959,rap
2058,122.904,rap
2059,101.035,rap
2071,129.989,rap
2072,91.076,rap
2073,129.973,rap
2074,128.01,rap
2075,127.967,rap
2076,156.056,rap
2077,139.939,rap
2114,79.983,rap
2115,81.017,rap
2116,140.036,rap
2130,155.992,rap
2131,150.078,rap
2132,149.946,rap
2133,140.107,rap
2140,177.079,rap
2141,129.994,rap
2210,96.015,rap
2211,93.513,rap
2212,125.974,rap
2213,159.823,rap
2214,93.373,rap
2215,89.849,rap
2216,140.998,rap
2232,160.055,rap
2233,90.093,rap
2234,100.953,rap
2235,88.881,rap
2236,91.472,rap
2237,118.008,rap
2238,105.006,rap
2239,174.049,rap
2240,156.159,rap
2241,149.013,rap
2242,96.045,rap
2243,146.321,rap
2244,143.285,rap
2245,150.918,rap
2246,120.99,rap
2247,81.447,rap
2248,87.797,rap
2249,78.01,rap
2250,78.734,rap
2251,75.003,rap
2252,79.353,rap
2253,153.986,rap
2254,150.012,rap
2255,134.047,rap
2256,160.062,rap
2257,91.757,rap
2258,82.54,rap
2259,79.094,rap
2275,133.927,rap
2276,141.987,rap
2277,132.954,rap
2278,88.993,rap
2279,108.048,rap
2280,95.017,rap
2281,116.03,rap
2282,90.173,rap
2283,144.999,rap
2286,139.956,rap
2305,147.957,rap
2306,175.013,rap
2307,144.964,rap
2321,140.05,rap
2322,124.988,rap
2324,120.088,rap
2325,187.985,rap
2326,160.223,rap
2327,131.965,rap
2328,98.44,rap
2329,154.964,rap
2330,101.91,rap
2331,83.028,rap
2332,79.351,rap
2349,131.792,rap
2350,139.785,rap
2351,126.01,rap
2352,130.206,rap
2353,119.958,rap
2377,68.033,rap
2378,85.225,rap
2379,137.543,rap
2388,120.112,rap
2398,81.465,rap
2399,87.31,rap
2400,97.346,rap
2401,65.36,rap
2405,79.832,rap
2406,146.649,rap
2407,66.231,rap
2408,113.068,rap
2410,81.293,rap
2411,100.049,rap
2414,124.932,rap
2472,102.014,rap
2473,152.045,rap
2474,78.071,rap
2475,159.934,rap
2476,90.005,rap
2477,118.033,rap
2478,124.979,rap
2479,136.904,rap
2480,115.958,rap
2481,139.565,rap
2482,109.994,rap
2483,171.899,rap
2484,86.079,rap
2494,77.993,rap
2495,87.497,rap
2496,120.981,rap
2497,149.962,rap
2498,123.163,rap
2499,168.112,rap
2500,92.506,rap
2501,140.038,rap
2502,155.954,rap
2503,136.014,rap
2504,78.496,rap
2505,81.943,rap
2506,160.157,rap
2507,115.007,rap
2508,161.997,rap
2509,128.0,rap
2510,166.055,rap
2524,99.02,rap
2527,154.967,rap
2528,159.941,rap
2529,124.09,rap
2530,114.86,rap
2531,93.35,rap
2532,134.148,rap
2557,103.956,rap
2558,164.96,rap
2559,162.149,rap
2581,132.993,rap
2582,106.017,rap
2583,139.98,rap
2584,84.959,rap
2585,167.0,rap
2586,100.03,rap
2587,130.994,rap
2588,130.013,rap
2589,77.516,rap
2590,96.035,rap
2591,132.05,rap
2592,147.953,rap
2593,79.983,rap
2594,106.916,rap
2595,127.83,rap
2596,120.002,rap
2597,130.955,rap
2598,160.027,rap
2599,90.084,rap
2600,95.08,rap
2604,100.011,rap
2605,69.401,rap
2606,111.003,rap
2607,146.05,rap
2608,139.944,rap
2609,84.967,rap
2610,148.091,rap
2611,80.031,rap
2612,109.513,rap
2613,176.299,rap
2614,88.11,rap
2615,180.283,rap
2616,125.138,rap
2617,140.844,rap
2618,75.821,rap
2619,123.974,rap
2620,143.949,rap
2621,149.976,rap
2622,90.843,rap
2623,146.003,rap
2624,108.934,rap
2625,139.923,rap
2626,140.079,rap
2627,139.997,rap
2628,129.943,rap
2629,124.988,rap
2630,125.589,rap
2631,140.128,rap
2632,150.024,rap
2633,116.127,rap
2634,130.051,rap
2635,115.031,rap
2636,119.966,rap
2638,129.929,rap
2639,140.01,rap
2640,130.071,rap
2641,128.271,rap
2655,109.986,rap
2656,128.126,rap
2657,160.131,rap
2658,129.369,rap
2659,139.852,rap
2660,115.942,rap
2661,136.951,rap
2662,88.894,rap
2663,195.897,rap
2664,94.528,rap
2665,81.481,rap
2666,134.963,rap
2667,139.847,rap
2668,200.007,rap
2669,79.037,rap
2670,128.005,rap
2671,89.969,rap
2672,96.005,rap
2673,104.023,rap
2674,79.559,rap
2675,155.985,rap
2676,98.264,rap
2677,105.008,rap
2678,92.116,rap
2679,105.606,rap
2680,100.007,rap
2681,137.215,rap
2682,128.021,rap
2683,124.975,rap
2684,183.932,rap
2685,148.005,rap
2686,116.008,rap
2687,119.938,rap
2688,179.747,rap
2689,89.958,rap
2690,159.911,rap
2691,159.871,rap
2692,131.96,rap
2694,134.935,rap
2695,160.004,rap
2696,164.005,rap
2697,97.956,rap
2698,142.992,rap
2699,159.992,rap
2700,132.026,rap
2811,140.027,rap
2812,131.719,rap
2813,169.979,rap
2814,173.95,rap
2815,176.027,rap
2816,167.969,rap
2817,94.067,rap
2818,90.997,rap
2819,101.053,rap
2820,175.933,rap
2821,175.884,rap
2822,95.98,rap
2824,127.954,rap
2825,181.435,rap
2826,99.994,rap
2827,93.05,rap
2828,140.053,rap
2829,174.021,rap
2833,120.089,rap
2834,149.563,rap
2838,90.118,rap
2839,90.021,rap
2840,95.065,rap
2841,168.92,rap
2842,170.05,rap
2843,95.075,rap
2844,92.018,rap
2845,100.064,rap
2846,173.939,rap
2847,179.88,rap
2855,138.3,rap
2856,101.001,rap
2857,162.075,rap
2858,193.075,rap
2859,100.046,rap
2860,160.015,rap
2861,80.0,rap
2862,134.993,rap
2863,145.183,rap
2864,129.997,rap
2865,145.012,rap
2866,120.014,rap
2867,102.053,rap
2868,99.176,rap
2869,150.092,rap
2870,109.995,rap
2871,100.043,rap
2872,150.105,rap
2873,145.054,rap
2876,157.119,rap
2877,129.978,rap
2878,159.941,rap
2879,150.063,rap
2880,147.844,rap
2881,139.949,rap
2882,130.022,rap
2883,150.077,rap
2884,133.352,rap
2885,139.906,rap
2886,102.966,rap
2887,193.841,rap
2888,149.998,rap
2889,153.824,rap
2890,149.94,rap
2891,139.984,rap
2892,76.171,rap
2910,105.019,rap
2911,139.993,rap
2951,82.699,rap
2952,75.03,rap
2953,179.795,rap
2954,166.003,rap
2955,91.026,rap
2956,179.953,rap
2957,200.081,rap
2958,175.954,rap
2959,159.91,rap
2960,99.996,rap
2961,95.994,rap
2962,169.906,rap
2963,96.016,rap
2964,171.722,rap
2965,149.912,rap
2967,94.02,rap
2985,176.057,rap
2986,93.052,rap
2987,88.017,rap
2988,159.955,rap
2989,151.995,rap
2990,89.839,rap
2991,160.068,rap
2992,177.238,rap
2993,140.041,rap
2994,151.965,rap
2995,109.901,rap
2996,94.961,rap
2997,177.916,rap
2998,171.996,rap
2999,103.021,rap
3000,83.948,rap
3001,91.046,rap
3002,154.067,rap
3003,169.976,rap
3015,124.307,rap
3016,86.652,rap
3017,91.992,rap
3018,155.911,rap
3019,175.905,rap
3020,160.201,rap
3021,96.019,rap
3022,159.83,rap
3023,86.025,rap
3024,176.026,rap
3025,175.913,rap
3026,113.396,rap
3054,97.081,rap
3062,87.007,rap
3063,104.942,rap
3064,149.95,rap
3065,95.057,rap
3066,88.074,rap
3067,94.828,rap
3068,129.978,rap
3069,135.953,rap
3070,133.032,rap
3071,120.29,rap
3072,130.053,rap
3076,149.896,rap
3077,97.073,rap
3078,129.892,rap
3079,107.033,rap
3080,119.797,rap
3081,88.052,rap
3082,89.923,rap
3083,120.018,rap
3084,134.998,rap
3085,99.824,rap
3086,100.053,rap
3087,99.626,rap
3088,129.958,rap
3089,95.057,rap
3090,126.0,rap
3091,121.01,rap
3092,129.915,rap
3093,129.886,rap
3094,124.025,rap
3095,136.941,rap
3114,129.967,rap
3115,129.961,rap
3116,129.913,rap
3120,95.012,rap
3127,123.007,rap
3128,155.1,rap
3129,126.007,rap
3130,132.964,rap
3131,130.036,rap
3132,84.314,rap
3133,89.701,rap
3134,149.938,rap
3135,116.998,rap
3136,100.011,rap
3137,88.004,rap
3138,120.015,rap
3140,124.975,rap
3141,130.05,rap
3142,131.049,rap
3145,129.968,rap
3146,140.029,rap
3166,168.119,rap
3167,130.015,rap
3178,145.034,rap
3179,139.736,rap
3205,196.558,rap
3206,120.047,rap
3207,119.901,rap
3213,79.942,rap
3215,97.044,rap
3216,136.933,rap
3217,145.957,rap
3220,139.987,rap
3225,130.042,rap
3226,99.954,rap
3227,85.005,rap
3228,120.021,rap
3237,169.871,rap
3244,140.003,rap
3245,140.004,rap
3246,95.007,rap
3251,139.904,rap
3252,140.417,rap
3253,109.03,rap
3254,140.098,rap
3255,144.065,rap
3256,139.957,rap
3257,130.061,rap
3258,140.04,rap
3259,142.037,rap
3260,129.997,rap
3261,141.992,rap
3267,130.13,rap
3268,139.952,rap
3269,149.996,rap
3274,133.939,rap
3276,139.974,rap
3277,97.655,rap
3278,140.994,rap
3279,136.009,rap
3280,176.002,rap
3281,104.92,rap
3282,139.473,rap
3297,84.178,rap
3305,104.991,rap
3306,85.687,rap
3307,94.843,rap
3308,95.093,rap
3309,133.966,rap
3311,137.542,rap
3312,99.981,rap
3313,151.954,rap
3314,120.005,rap
3315,111.805,rap
3324,96.516,rap
3325,120.059,rap
3326,105.005,rap
3327,82.522,rap
3328,92.015,rap
3329,134.984,rap
3330,80.04,rap
3331,129.98,rap
3332,122.04,rap
3333,129.958,rap
3334,99.984,rap
3335,116.418,rap
3336,106.657,rap
3337,91.824,rap
3338,119.946,rap
3339,157.094,rap
3340,122.975,rap
3341,105.02,rap
3342,130.037,rap
3343,84.493,rap
3344,151.971,rap
3345,159.925,rap
3346,133.026,rap
3347,175.98,rap
3348,154.93,rap
3349,130.063,rap
3350,138.955,rap
3351,163.874,rap
3352,112.856,rap
3353,129.954,rap
3354,125.972,rap
3355,153.499,rap
3356,105.03,rap
3357,140.108,rap
3358,135.117,rap
3361,86.021,rap
3362,172.153,rap
3363,140.105,rap
3364,89.991,rap
3365,93.958,rap
3366,75.0,rap
3367,122.942,rap
3371,140.25,rap
3372,76.268,rap
3373,53.952,rap
3374,96.792,rap
3375,123.743,rap
3376,91.196,rap
3377,89.063,rap
3424,145.005,rap
3425,92.735,rap
3426,124.128,rap
3428,135.06,rap
3429,175.972,rap
3431,179.814,rap
3432,100.083,rap
3433,167.887,rap
3434,150.007,rap
3437,91.616,rap
3438,66.439,rap
3439,96.048,rap
3440,134.2,rap
3457,91.44,rap
3458,95.67,rap
3459,140.037,rap
3460,170.272,rap
3461,127.967,rap
3462,110.49,rap
3463,127.028,rap
3464,176.044,rap
3465,100.015,rap
3466,100.044,rap
3468,100.968,rap
3512,139.996,rap
3517,140.02,rap
3518,116.654,rap
3519,125.017,rap
3520,130.031,rap
3521,135.025,rap
3522,133.958,rap
3523,100.036,rap
3524,126.027,rap
3525,136.84,rap
3526,134.894,rap
3527,165.879,rap
3528,121.047,rap
3529,132.948,rap
3546,137.957,rap
3547,129.985,rap
3548,145.059,rap
3549,129.96,rap
3550,75.987,rap
3551,115.055,rap
3552,129.954,rap
3553,138.98,rap
3554,90.052,rap
3556,99.739,rap
3557,123.994,rap
3558,119.957,rap
3559,145.914,rap
3560,113.033,rap
3561,130.034,rap
3562,127.267,rap
3563,114.931,rap
3564,109.982,rap
3566,131.95,rap
3567,122.023,rap
3568,130.053,rap
3569,134.918,rap
3570,140.075,rap
3571,132.031,rap
3572,129.824,rap
3573,148.008,rap
3574,140.018,rap
3575,149.98,rap
3576,135.017,rap
3577,163.057,rap
3578,151.932,rap
3579,146.028,rap
3580,129.798,rap
3581,139.982,rap
3582,132.086,rap
3645,77.044,rap
3646,140.046,rap
3647,129.953,rap
3648,120.978,rap
3649,129.953,rap
3650,83.037,rap
3651,127.122,rap
3652,133.93,rap
3654,135.924,rap
3656,147.046,rap
3668,130.02,rap
3682,116.988,rap
3684,110.02,rap
3685,130.077,rap
3686,100.018,rap
3687,86.488,rap
3688,130.043,rap
3693,112.988,rap
3765,109.817,rap
3778,152.081,rap
3779,145.024,rap
3780,117.042,rap
3781,147.072,rap
3788,159.938,rap
3793,128.052,rap
3794,137.959,rap
3801,171.001,rap
3802,119.996,rap
3803,128.037,rap
3804,171.649,rap
3805,110.038,rap
3806,174.043,rap
3807,133.95,rap
3808,137.001,rap
3809,125.962,rap
3810,155.036,rap
3811,159.951,rap
3812,146.939,rap
3813,148.03,rap
3814,136.029,rap
3816,96.99,rap
3817,129.978,rap
3818,139.99,rap
3819,138.767,rap
3820,149.839,rap
3821,127.062,rap
3822,134.045,rap
3823,130.055,rap
3824,81.022,rap
3825,159.872,rap
3826,137.002,rap
3953,131.95,rap
3954,159.839,rap
3955,156.151,rap
3956,139.993,rap
3957,108.972,rap
3958,98.848,rap
3959,142.034,rap
3960,90.507,rap
3961,97.99,rap
3962,93.628,rap
3963,139.988,rap
3966,95.047,rap
3967,107.051,rap
3968,170.061,rap
3969,131.964,rap
3972,135.004,rap
3973,139.943,rap
3974,94.128,rap
3975,140.011,rap
3976,157.988,rap
3977,189.723,rap
3978,175.933,rap
3979,119.047,rap
3980,90.012,rap
3981,94.082,rap
3982,150.621,rap
3983,90.017,rap
3984,159.991,rap
3985,111.025,rap
3986,170.13,rap
3987,160.001,rap
3988,151.99,rap
3989,77.028,rap
3990,95.489,rap
3991,174.022,rap
3992,154.053,rap
3993,156.007,rap
3994,140.055,rap
3995,77.011,rap
3996,77.032,rap
3997,126.007,rap
3998,81.952,rap
3999,91.999,rap
4000,103.443,rap
4001,160.572,rap
4002,96.054,rap
4003,122.031,rap
4004,155.939,rap
4005,160.058,rap
4006,84.754,rap
4007,129.999,rap
4008,128.004,rap
4009,100.157,rap
4010,100.077,rap
4011,156.947,rap
4012,111.564,rap
4013,172.035,rap
4014,103.927,rap
4015,95.905,rap
4016,140.016,rap
4017,122.78,rap
4018,150.179,rap
4019,109.112,rap
4020,119.993,rap
4021,112.002,rap
4022,130.015,rap
4023,89.95,rap
4024,71.329,rap
4025,130.081,rap
4026,141.97,rap
4027,120.017,rap
4028,130.039,rap
4029,156.079,rap
4030,100.023,rap
4031,92.984,rap
4032,140.036,rap
4033,97.766,rap
4034,140.171,rap
4035,105.012,rap
4036,101.96,rap
4037,119.943,rap
4038,84.983,rap
4039,119.965,rap
4040,148.154,rap
4041,97.928,rap
4042,159.792,rap
4043,136.958,rap
4044,132.458,rap
4045,100.05,rap
4046,101.913,rap
4047,144.122,rap
4048,139.919,rap
4049,99.991,rap
4050,102.04,rap
4051,114.98,rap
4052,101.942,rap
4053,105.131,rap
4054,99.89,rap
4055,100.092,rap
4056,199.689,rap
4057,127.902,rap
4058,167.986,rap
4066,99.981,rap
4067,99.985,rap
4068,90.879,rap
4078,118.002,rap
4079,130.009,rap
4311,103.973,rap
4312,126.961,rap
4313,139.885,rap
4314,115.94,rap
4315,175.77,rap
4316,95.041,rap
4317,132.055,rap
4318,94.996,rap
4319,95.025,rap
4320,169.995,rap
4321,160.029,rap
4322,93.981,rap
4323,184.023,rap
4324,155.872,rap
4325,197.891,rap
4326,81.032,rap
4327,89.93,rap
4330,140.009,rap
4331,140.003,rap
4332,96.01,rap
4333,184.006,rap
4334,95.036,rap
4335,120.034,rap
4336,89.924,rap
4337,149.886,rap
4338,96.204,rap
4339,140.029,rap
4340,81.884,rap
4341,119.956,rap
4342,85.934,rap
4343,105.012,rap
4344,114.891,rap
4345,140.044,rap
4346,94.984,rap
4347,148.006,rap
4348,86.701,rap
4349,89.161,rap
4350,85.37,rap
4351,129.832,rap
4352,120.057,rap
4353,134.885,rap
4354,125.645,rap
4355,98.025,rap
4356,94.026,rap
4357,166.97,rap
4358,99.942,rap
4359,95.054,rap
4360,152.918,rap
4361,103.01,rap
4362,108.056,rap
4363,149.974,rap
4364,129.842,rap
4365,95.043,rap
4366,169.968,rap
4367,135.14,rap
4387,120.103,rap
4388,159.664,rap
4389,165.907,rap
4390,84.989,rap
4391,100.041,rap
4392,145.169,rap
4393,134.024,rap
4520,147.013,rap
4521,119.965,rap
4522,100.976,rap
4523,160.006,rap
4524,127.053,rap
4525,139.901,rap
4538,127.039,rap
4633,130.02,rap
4634,84.929,rap
4635,167.998,rap
4636,78.982,rap
4637,84.165,rap
4638,95.085,rap
4639,139.845,rap
4640,82.001,rap
4641,84.992,rap
4644,102.173,rap
4645,139.828,rap
4646,93.569,rap
4647,151.787,rap
4648,82.318,rap
4649,85.017,rap
4650,81.98,rap
4651,76.003,rap
4652,160.056,rap
4653,146.066,rap
4654,152.114,rap
4655,92.039,rap
4656,149.911,rap
4657,139.912,rap
4658,92.972,rap
4659,82.455,rap
4660,124.063,rap
4661,136.865,rap
4662,84.15,rap
4663,85.049,rap
4664,115.507,rap
4665,176.188,rap
4666,168.062,rap
4667,124.026,rap
4668,77.019,rap
4669,53.06,rap
4670,118.173,rap
4671,169.891,rap
4672,81.954,rap
4673,102.005,rap
4674,128.018,rap
4675,152.011,rap
4676,84.592,rap
4677,84.991,rap
4678,104.658,rap
4679,72.032,rap
4680,146.003,rap
4681,154.107,rap
4682,91.974,rap
4683,85.114,rap
4684,160.141,rap
4685,147.924,rap
4686,180.089,rap
4687,140.041,rap
4688,80.025,rap
4689,89.999,rap
4690,144.978,rap
4691,86.978,rap
4692,168.113,rap
4693,119.982,rap
4695,145.769,rap
4696,77.897,rap
4697,79.993,rap
4698,127.955,rap
4699,79.84,rap
4700,86.978,rap
4701,129.013,rap
4702,129.011,rap
4703,133.01,rap
4704,144.89,rap
4705,150.017,rap
4706,129.6,rap
4707,138.055,rap
4709,126.974,rap
4710,82.594,rap
4711,141.998,rap
4712,130.924,rap
4713,140.108,rap
4714,129.987,rap
4715,171.98,rap
4716,135.969,rap
4717,99.983,rap
4718,122.952,rap
4719,98.978,rap
4720,89.912,rap
4722,134.979,rap
4723,130.165,rap
4724,134.999,rap
4725,135.998,rap
4726,141.97,rap
4727,108.287,rap
4728,124.05,rap
4729,150.009,rap
4735,145.015,rap
4736,135.044,rap
4737,75.02,rap
4738,130.227,rap
4739,90.009,rap
4740,74.974,rap
4741,135.984,rap
4742,120.027,rap
4743,122.004,rap
4744,167.898,rap
4745,123.979,rap
4746,119.938,rap
4747,121.985,rap
4748,128.019,rap
4749,129.997,rap
4757,139.84,rap
4779,130.004,rap
4780,150.064,rap
4781,139.901,rap
4850,139.964,rap
4851,103.51,rap
4857,102.652,rap
4871,112.786,rap
4872,88.546,rap
4873,99.993,rap
4874,132.113,rap
4875,94.58,rap
4876,99.772,rap
4877,156.001,rap
4878,134.939,rap
4879,139.97,rap
4880,97.842,rap
4895,93.941,rap
4896,142.094,rap
4936,86.005,rap
4937,129.979,rap
4938,127.012,rap
4939,150.11,rap
4940,139.97,rap
4941,95.596,rap
5125,91.947,rap
5126,177.094,rap
5135,91.153,rap
5136,174.121,rap
5137,104.382,rap
5138,99.439,rap
5139,91.743,rap
5140,95.94,rap
5142,95.905,rap
5143,128.479,rap
5144,94.069,rap
5145,90.993,rap
5193,137.868,rap
5194,154.77,rap
5195,99.902,rap
5196,152.084,rap
5197,91.53,rap
5198,99.152,rap
5199,105.154,rap
5200,79.015,rap
5201,98.844,rap
5202,154.875,rap
5203,103.049,rap
5204,93.987,rap
5205,91.045,rap
5207,188.247,rap
5213,129.515,rap
5214,84.5,rap
5215,101.35,rap
5216,170.297,rap
5217,89.738,rap
5223,91.376,rap
5224,91.8,rap
5225,91.778,rap
5226,98.527,rap
5227,90.578,rap
5238,191.709,rap
5246,95.0,rap
5257,173.929,rap
5258,104.076,rap
5259,100.002,rap
5260,173.975,rap
5261,91.924,rap
5262,89.121,rap
5263,164.113,rap
5264,86.01,rap
5265,131.009,rap
5266,163.957,rap
5267,116.954,rap
5268,139.524,rap
5269,90.142,rap
5270,82.504,rap
5271,139.018,rap
5272,85.076,rap
5273,175.951,rap
5274,84.953,rap
5275,89.981,rap
5276,83.844,rap
5277,83.034,rap
5278,158.145,rap
5279,139.961,rap
5280,165.951,rap
5281,134.01,rap
5282,164.065,rap
5283,87.018,rap
5284,131.012,rap
5285,189.512,rap
5286,80.076,rap
5287,136.076,rap
5288,146.013,rap
5289,176.069,rap
5290,81.116,rap
5291,91.986,rap
5292,85.013,rap
5293,122.074,rap
5294,142.959,rap
5295,109.99,rap
5296,89.868,rap
5297,89.991,rap
5298,114.967,rap
5299,88.041,rap
5300,145.993,rap
5301,155.936,rap
5302,172.182,rap
5303,85.558,rap
5304,123.041,rap
5305,160.171,rap
5306,79.981,rap
5307,84.005,rap
5308,90.214,rap
5309,102.889,rap
5310,144.025,rap
5311,125.188,rap
5312,80.004,rap
5313,97.936,rap
5314,105.061,rap
5315,103.047,rap
5316,85.048,rap
5317,126.892,rap
5318,189.995,rap
5319,82.202,rap
5320,83.084,rap
5321,176.219,rap
5322,92.019,rap
5323,91.021,rap
5324,100.098,rap
5325,124.044,rap
5326,172.73,rap
5328,180.025,rap
5329,88.661,rap
5330,92.956,rap
5331,94.039,rap
5332,139.987,rap
5333,124.038,rap
5334,159.975,rap
5335,97.007,rap
5336,129.959,rap
5337,169.829,rap
5338,138.109,rap
5339,97.062,rap
5340,127.988,rap
5341,105.977,rap
5342,155.025,rap
5343,92.015,rap
5344,87.985,rap
5345,172.091,rap
5354,116.117,rap
5356,95.038,rap
5383,130.09,rap
