,danceability,playlist_genre
22955,0.242,rock
22956,0.446,rock
22957,0.236,rock
22958,0.457,rock
22959,0.485,rock
22960,0.59,rock
22961,0.639,rock
22962,0.651,rock
22963,0.37,rock
22964,0.354,rock
22965,0.535,rock
22966,0.374,rock
22967,0.539,rock
22968,0.365,rock
22969,0.422,rock
22970,0.491,rock
22971,0.47,rock
22972,0.189,rock
22973,0.438,rock
22974,0.461,rock
22975,0.36,rock
22976,0.534,rock
22977,0.424,rock
22978,0.443,rock
22979,0.505,rock
22980,0.448,rock
22981,0.443,rock
22982,0.437,rock
22983,0.532,rock
22984,0.451,rock
22985,0.327,rock
22986,0.247,rock
22987,0.351,rock
22988,0.175,rock
22989,0.264,rock
22990,0.587,rock
22991,0.548,rock
22992,0.293,rock
22993,0.528,rock
22994,0.716,rock
22995,0.522,rock
22996,0.462,rock
22997,0.441,rock
22998,0.381,rock
22999,0.294,rock
23000,0.487,rock
23001,0.639,rock
23002,0.551,rock
23003,0.51,rock
23004,0.348,rock
23005,0.426,rock
23006,0.55,rock
23007,0.684,rock
23008,0.693,rock
23009,0.356,rock
23010,0.271,rock
23011,0.548,rock
23012,0.622,rock
23013,0.516,rock
23014,0.708,rock
23015,0.412,rock
23016,0.613,rock
23017,0.447,rock
23018,0.443,rock
23019,0.586,rock
23020,0.6,rock
23021,0.718,rock
23022,0.402,rock
23023,0.184,rock
23024,0.288,rock
23025,0.246,rock
23026,0.441,rock
23027,0.683,rock
23028,0.574,rock
23029,0.651,rock
23030,0.645,rock
23031,0.307,rock
23032,0.49,rock
23033,0.543,rock
23034,0.536,rock
23035,0.865,rock
23036,0.601,rock
23037,0.663,rock
23038,0.813,rock
23039,0.571,rock
23040,0.542,rock
23041,0.371,rock
23042,0.261,rock
23043,0.461,rock
443,0.64,rap
444,0.853,rap
445,0.69,rap
446,0.856,rap
447,0.789,rap
448,0.885,rap
449,0.812,rap
450,0.721,rap
451,0.725,rap
452,0.837,rap
455,0.834,rap
456,0.812,rap
457,0.725,rap
458,0.449,rap
459,0.487,rap
460,0.598,rap
480,0.879,rap
481,0.82,rap
482,0.839,rap
483,0.658,rap
484,0.694,rap
485,0.689,rap
488,0.599,rap
489,0.811,rap
490,0.838,rap
491,0.699,rap
492,0.833,rap
493,0.666,rap
494,0.886,rap
495,0.793,rap
496,0.84,rap
497,0.834,rap
503,0.811,rap
504,0.425,rap
505,0.654,rap
507,0.722,rap
508,0.719,rap
509,0.567,rap
510,0.552,rap
638,0.697,rap
639,0.464,rap
640,0.754,rap
641,0.825,rap
642,0.769,rap
643,0.755,rap
644,0.744,rap
655,0.652,rap
665,0.887,rap
666,0.794,rap
667,0.813,rap
668,0.494,rap
669,0.859,rap
670,0.785,rap
671,0.685,rap
672,0.763,rap
688,0.436,rap
689,0.701,rap
690,0.773,rap
691,0.836,rap
692,0.874,rap
693,0.841,rap
694,0.496,rap
695,0.861,rap
696,0.729,rap
697,0.819,rap
698,0.706,rap
699,0.669,rap
700,0.747,rap
701,0.609,rap
702,0.742,rap
703,0.82,rap
716,0.694,rap
717,0.738,rap
718,0.582,rap
719,0.688,rap
720,0.389,rap
721,0.666,rap
722,0.865,rap
723,0.864,rap
724,0.749,rap
725,0.899,rap
726,0.883,rap
727,0.762,rap
728,0.601,rap
729,0.504,rap
730,0.801,rap
733,0.853,rap
734,0.594,rap
735,0.735,rap
736,0.399,rap
737,0.514,rap
738,0.614,rap
739,0.452,rap
740,0.687,rap
741,0.783,rap
742,0.715,rap
743,0.77,rap
744,0.832,rap
745,0.687,rap
746,0.732,rap
747,0.686,rap
749,0.84,rap
750,0.785,rap
751,0.626,rap
754,0.836,rap
755,0.491,rap
756,0.783,rap
757,0.552,rap
758,0.812,rap
759,0.794,rap
760,0.893,rap
763,0.793,rap
936,0.784,rap
937,0.931,rap
938,0.743,rap
940,0.651,rap
941,0.9,rap
942,0.937,rap
943,0.895,rap
944,0.93,rap
945,0.775,rap
946,0.785,rap
947,0.637,rap
948,0.884,rap
949,0.508,rap
950,0.745,rap
951,0.749,rap
953,0.687,rap
954,0.756,rap
955,0.884,rap
956,0.699,rap
957,0.877,rap
958,0.865,rap
959,0.81,rap
960,0.704,rap
961,0.761,rap
962,0.573,rap
971,0.698,rap
1003,0.816,rap
1004,0.61,rap
1005,0.75,rap
1006,0.865,rap
1007,0.742,rap
1008,0.723,rap
1009,0.767,rap
1021,0.951,rap
1022,0.842,rap
1023,0.835,rap
1024,0.874,rap
1025,0.83,rap
1026,0.693,rap
1027,0.643,rap
1028,0.761,rap
1029,0.864,rap
1030,0.741,rap
1031,0.823,rap
1032,0.792,rap
1033,0.756,rap
1042,0.797,rap
1043,0.791,rap
1044,0.926,rap
1057,0.645,rap
1058,0.76,rap
1065,0.671,rap
1066,0.756,rap
1067,0.532,rap
1070,0.786,rap
1071,0.77,rap
1072,0.813,rap
1073,0.587,rap
1074,0.739,rap
1075,0.793,rap
1078,0.836,rap
1079,0.754,rap
1080,0.798,rap
1081,0.878,rap
1082,0.756,rap
1083,0.639,rap
1084,0.919,rap
1088,0.83,rap
1089,0.906,rap
1090,0.74,rap
1112,0.842,rap
1121,0.887,rap
1129,0.809,rap
1130,0.899,rap
1137,0.819,rap
1138,0.773,rap
1139,0.826,rap
1143,0.478,rap
1148,0.46,rap
1154,0.756,rap
1155,0.879,rap
1156,0.697,rap
1161,0.661,rap
1162,0.821,rap
1163,0.749,rap
1164,0.869,rap
1165,0.647,rap
1166,0.857,rap
1168,0.933,rap
1169,0.734,rap
1170,0.875,rap
1171,0.909,rap
1172,0.788,rap
1229,0.883,rap
1230,0.774,rap
1231,0.839,rap
1232,0.895,rap
1233,0.645,rap
1257,0.849,rap
1258,0.784,rap
1259,0.689,rap
1260,0.795,rap
1261,0.851,rap
1262,0.697,rap
1263,0.717,rap
1264,0.594,rap
1265,0.91,rap
1266,0.833,rap
1267,0.839,rap
1268,0.442,rap
1269,0.774,rap
1270,0.733,rap
1289,0.902,rap
1292,0.758,rap
1293,0.906,rap
1303,0.942,rap
1304,0.677,rap
1311,0.906,rap
1312,0.923,rap
1315,0.751,rap
1316,0.545,rap
1317,0.936,rap
1346,0.85,rap
1347,0.682,rap
1348,0.719,rap
1349,0.799,rap
1350,0.701,rap
1351,0.855,rap
1352,0.755,rap
1353,0.81,rap
1354,0.7,rap
1400,0.855,rap
1401,0.601,rap
1402,0.893,rap
1403,0.722,rap
1404,0.8,rap
1405,0.645,rap
1406,0.806,rap
1407,0.798,rap
1408,0.731,rap
1409,0.795,rap
1410,0.91,rap
1411,0.503,rap
1412,0.864,rap
1413,0.764,rap
1414,0.975,rap
1415,0.684,rap
1416,0.921,rap
1417,0.686,rap
1420,0.893,rap
1421,0.919,rap
1422,0.701,rap
1448,0.651,rap
1449,0.762,rap
1450,0.681,rap
1451,0.643,rap
1452,0.914,rap
1453,0.623,rap
1464,0.862,rap
1465,0.718,rap
1466,0.66,rap
1467,0.793,rap
1468,0.656,rap
1469,0.906,rap
1470,0.86,rap
1474,0.491,rap
1475,0.667,rap
1476,0.748,rap
1477,0.795,rap
1479,0.825,rap
1498,0.803,rap
1499,0.42,rap
1506,0.823,rap
1507,0.692,rap
1530,0.835,rap
1531,0.621,rap
1532,0.843,rap
1533,0.55,rap
1534,0.78,rap
1535,0.827,rap
1536,0.777,rap
1537,0.857,rap
1538,0.697,rap
1539,0.611,rap
1540,0.953,rap
1541,0.592,rap
1542,0.774,rap
1543,0.781,rap
1582,0.812,rap
1583,0.69,rap
1584,0.837,rap
1585,0.716,rap
1586,0.804,rap
1587,0.894,rap
1588,0.795,rap
1589,0.806,rap
1594,0.807,rap
1595,0.707,rap
1596,0.816,rap
1597,0.762,rap
1598,0.668,rap
1599,0.744,rap
1600,0.84,rap
1601,0.54,rap
1602,0.851,rap
1603,0.753,rap
1607,0.896,rap
1608,0.841,rap
1609,0.828,rap
1610,0.684,rap
1611,0.831,rap
1612,0.8,rap
1613,0.834,rap
1614,0.834,rap
1615,0.699,rap
1616,0.703,rap
1618,0.817,rap
1619,0.817,rap
1620,0.714,rap
1958,0.816,rap
1959,0.703,rap
1960,0.706,rap
1961,0.776,rap
1962,0.831,rap
1963,0.795,rap
1964,0.928,rap
1965,0.854,rap
1966,0.852,rap
1967,0.851,rap
1969,0.745,rap
1970,0.853,rap
1971,0.669,rap
1972,0.685,rap
1973,0.598,rap
1974,0.463,rap
1975,0.904,rap
1976,0.908,rap
1977,0.893,rap
1978,0.819,rap
1979,0.702,rap
1993,0.82,rap
1994,0.619,rap
2026,0.755,rap
2027,0.851,rap
2028,0.717,rap
2054,0.797,rap
2055,0.886,rap
2058,0.933,rap
2059,0.773,rap
2071,0.735,rap
2072,0.762,rap
2073,0.7,rap
2074,0.896,rap
2075,0.82,rap
2076,0.731,rap
2077,0.675,rap
2114,0.615,rap
2115,0.748,rap
2116,0.676,rap
2130,0.838,rap
2131,0.719,rap
2132,0.839,rap
2133,0.727,rap
2140,0.6,rap
2141,0.807,rap
2210,0.612,rap
2211,0.495,rap
2212,0.844,rap
2213,0.735,rap
2214,0.667,rap
2215,0.672,rap
2216,0.757,rap
2232,0.76,rap
2233,0.544,rap
2234,0.856,rap
2235,0.733,rap
2236,0.814,rap
2237,0.754,rap
2238,0.731,rap
2239,0.606,rap
2240,0.663,rap
2241,0.882,rap
2242,0.725,rap
2243,0.812,rap
2244,0.38,rap
2245,0.679,rap
2246,0.87,rap
2247,0.569,rap
2248,0.408,rap
2249,0.764,rap
2250,0.614,rap
2251,0.715,rap
2252,0.503,rap
2253,0.685,rap
2254,0.863,rap
2255,0.664,rap
2256,0.468,rap
2257,0.869,rap
2258,0.75,rap
2259,0.56,rap
2275,0.719,rap
2276,0.69,rap
2277,0.732,rap
2278,0.866,rap
2279,0.797,rap
2280,0.843,rap
2281,0.764,rap
2282,0.72,rap
2283,0.818,rap
2286,0.814,rap
2305,0.75,rap
2306,0.79,rap
2307,0.858,rap
2321,0.834,rap
2322,0.946,rap
2324,0.888,rap
2325,0.599,rap
2326,0.766,rap
2327,0.772,rap
2328,0.935,rap
2329,0.617,rap
2330,0.845,rap
2331,0.893,rap
2332,0.671,rap
2349,0.746,rap
2350,0.769,rap
2351,0.951,rap
2352,0.68,rap
2353,0.964,rap
2377,0.647,rap
2378,0.479,rap
2379,0.873,rap
2388,0.649,rap
2398,0.285,rap
2399,0.527,rap
2400,0.583,rap
2401,0.389,rap
2405,0.771,rap
2406,0.434,rap
2407,0.371,rap
2408,0.721,rap
2410,0.531,rap
2411,0.609,rap
2414,0.869,rap
2472,0.933,rap
2473,0.829,rap
2474,0.55,rap
2475,0.687,rap
2476,0.655,rap
2477,0.782,rap
2478,0.82,rap
2479,0.851,rap
2480,0.841,rap
2481,0.514,rap
2482,0.735,rap
2483,0.768,rap
2484,0.57,rap
2494,0.889,rap
2495,0.698,rap
2496,0.867,rap
2497,0.808,rap
2498,0.865,rap
2499,0.772,rap
2500,0.852,rap
2501,0.929,rap
2502,0.744,rap
2503,0.917,rap
2504,0.691,rap
2505,0.72,rap
2506,0.728,rap
2507,0.759,rap
2508,0.734,rap
2509,0.722,rap
2510,0.753,rap
2524,0.796,rap
2527,0.804,rap
2528,0.814,rap
2529,0.787,rap
2530,0.699,rap
2531,0.704,rap
2532,0.79,rap
2557,0.846,rap
2558,0.788,rap
2559,0.686,rap
2581,0.742,rap
2582,0.789,rap
2583,0.858,rap
2584,0.73,rap
2585,0.71,rap
2586,0.614,rap
2587,0.901,rap
2588,0.785,rap
2589,0.682,rap
2590,0.702,rap
2591,0.899,rap
2592,0.828,rap
2593,0.811,rap
2594,0.714,rap
2595,0.853,rap
2596,0.92,rap
2597,0.65,rap
2598,0.7,rap
2599,0.792,rap
2600,0.563,rap
2604,0.858,rap
2605,0.58,rap
2606,0.772,rap
2607,0.589,rap
2608,0.513,rap
2609,0.744,rap
2610,0.81,rap
2611,0.838,rap
2612,0.524,rap
2613,0.442,rap
2614,0.726,rap
2615,0.654,rap
2616,0.66,rap
2617,0.719,rap
2618,0.703,rap
2619,0.735,rap
2620,0.841,rap
2621,0.832,rap
2622,0.797,rap
2623,0.816,rap
2624,0.762,rap
2625,0.681,rap
2626,0.83,rap
2627,0.586,rap
2628,0.841,rap
2629,0.691,rap
2630,0.796,rap
2631,0.742,rap
2632,0.848,rap
2633,0.817,rap
2634,0.871,rap
2635,0.738,rap
2636,0.737,rap
2638,0.767,rap
2639,0.811,rap
2640,0.557,rap
2641,0.739,rap
2655,0.631,rap
2656,0.639,rap
2657,0.633,rap
2658,0.564,rap
2659,0.589,rap
2660,0.732,rap
2661,0.76,rap
2662,0.658,rap
2663,0.752,rap
2664,0.641,rap
2665,0.732,rap
2666,0.876,rap
2667,0.647,rap
2668,0.753,rap
2669,0.762,rap
2670,0.928,rap
2671,0.744,rap
2672,0.849,rap
2673,0.903,rap
2674,0.549,rap
2675,0.796,rap
2676,0.741,rap
2677,0.85,rap
2678,0.752,rap
2679,0.617,rap
2680,0.867,rap
2681,0.656,rap
2682,0.835,rap
2683,0.904,rap
2684,0.421,rap
2685,0.742,rap
2686,0.759,rap
2687,0.854,rap
2688,0.735,rap
2689,0.68,rap
2690,0.77,rap
2691,0.734,rap
2692,0.74,rap
2694,0.756,rap
2695,0.816,rap
2696,0.802,rap
2697,0.831,rap
2698,0.907,rap
2699,0.698,rap
2700,0.868,rap
2811,0.645,rap
2812,0.561,rap
2813,0.698,rap
2814,0.744,rap
2815,0.738,rap
2816,0.771,rap
2817,0.837,rap
2818,0.835,rap
2819,0.903,rap
2820,0.816,rap
2821,0.697,rap
2822,0.834,rap
2824,0.69,rap
2825,0.582,rap
2826,0.817,rap
2827,0.826,rap
2828,0.52,rap
2829,0.663,rap
2833,0.681,rap
2834,0.438,rap
2838,0.563,rap
2839,0.796,rap
2840,0.829,rap
2841,0.793,rap
2842,0.781,rap
2843,0.789,rap
2844,0.859,rap
2845,0.762,rap
2846,0.707,rap
2847,0.544,rap
2855,0.42,rap
2856,0.625,rap
2857,0.641,rap
2858,0.456,rap
2859,0.704,rap
2860,0.519,rap
2861,0.754,rap
2862,0.565,rap
2863,0.525,rap
2864,0.61,rap
2865,0.655,rap
2866,0.638,rap
2867,0.604,rap
2868,0.532,rap
2869,0.693,rap
2870,0.679,rap
2871,0.516,rap
2872,0.496,rap
2873,0.55,rap
2876,0.526,rap
2877,0.52,rap
2878,0.489,rap
2879,0.676,rap
2880,0.598,rap
2881,0.643,rap
2882,0.818,rap
2883,0.649,rap
2884,0.468,rap
2885,0.734,rap
2886,0.677,rap
2887,0.384,rap
2888,0.673,rap
2889,0.524,rap
2890,0.613,rap
2891,0.694,rap
2892,0.476,rap
2910,0.724,rap
2911,0.53,rap
2951,0.788,rap
2952,0.703,rap
2953,0.647,rap
2954,0.688,rap
2955,0.699,rap
2956,0.626,rap
2957,0.581,rap
2958,0.566,rap
2959,0.795,rap
2960,0.904,rap
2961,0.795,rap
2962,0.549,rap
2963,0.889,rap
2964,0.57,rap
2965,0.663,rap
2967,0.814,rap
2985,0.665,rap
2986,0.8,rap
2987,0.801,rap
2988,0.699,rap
2989,0.766,rap
2990,0.614,rap
2991,0.744,rap
2992,0.761,rap
2993,0.816,rap
2994,0.767,rap
2995,0.87,rap
2996,0.612,rap
2997,0.616,rap
2998,0.761,rap
2999,0.798,rap
3000,0.701,rap
3001,0.808,rap
3002,0.727,rap
3003,0.724,rap
3015,0.572,rap
3016,0.603,rap
3017,0.779,rap
3018,0.768,rap
3019,0.569,rap
3020,0.704,rap
3021,0.904,rap
3022,0.746,rap
3023,0.664,rap
3024,0.734,rap
3025,0.796,rap
3026,0.752,rap
3054,0.8,rap
3062,0.72,rap
3063,0.949,rap
3064,0.902,rap
3065,0.548,rap
3066,0.561,rap
3067,0.712,rap
3068,0.946,rap
3069,0.787,rap
3070,0.79,rap
3071,0.805,rap
3072,0.901,rap
3076,0.784,rap
3077,0.788,rap
3078,0.456,rap
3079,0.748,rap
3080,0.713,rap
3081,0.494,rap
3082,0.604,rap
3083,0.883,rap
3084,0.758,rap
3085,0.848,rap
3086,0.798,rap
3087,0.662,rap
3088,0.809,rap
3089,0.874,rap
3090,0.763,rap
3091,0.887,rap
3092,0.796,rap
3093,0.584,rap
3094,0.828,rap
3095,0.786,rap
3114,0.689,rap
3115,0.836,rap
3116,0.669,rap
3120,0.517,rap
3127,0.75,rap
3128,0.763,rap
3129,0.595,rap
3130,0.822,rap
3131,0.834,rap
3132,0.591,rap
3133,0.576,rap
3134,0.774,rap
3135,0.733,rap
3136,0.892,rap
3137,0.534,rap
3138,0.95,rap
3140,0.74,rap
3141,0.898,rap
3142,0.866,rap
3145,0.846,rap
3146,0.838,rap
3166,0.723,rap
3167,0.881,rap
3178,0.8,rap
3179,0.815,rap
3205,0.648,rap
3206,0.894,rap
3207,0.938,rap
3213,0.647,rap
3215,0.597,rap
3216,0.678,rap
3217,0.706,rap
3220,0.942,rap
3225,0.921,rap
3226,0.934,rap
3227,0.86,rap
3228,0.925,rap
3237,0.805,rap
3244,0.936,rap
3245,0.744,rap
3246,0.789,rap
3251,0.786,rap
3252,0.716,rap
3253,0.86,rap
3254,0.938,rap
3255,0.844,rap
3256,0.746,rap
3257,0.804,rap
3258,0.873,rap
3259,0.859,rap
3260,0.907,rap
3261,0.907,rap
3267,0.839,rap
3268,0.921,rap
3269,0.778,rap
3274,0.678,rap
3276,0.766,rap
3277,0.834,rap
3278,0.771,rap
3279,0.808,rap
3280,0.754,rap
3281,0.827,rap
3282,0.591,rap
3297,0.658,rap
3305,0.723,rap
3306,0.731,rap
3307,0.573,rap
3308,0.8,rap
3309,0.773,rap
3311,0.437,rap
3312,0.851,rap
3313,0.661,rap
3314,0.862,rap
3315,0.669,rap
3324,0.812,rap
3325,0.729,rap
3326,0.784,rap
3327,0.538,rap
3328,0.804,rap
3329,0.806,rap
3330,0.512,rap
3331,0.697,rap
3332,0.78,rap
3333,0.69,rap
3334,0.813,rap
3335,0.561,rap
3336,0.715,rap
3337,0.782,rap
3338,0.655,rap
3339,0.716,rap
3340,0.809,rap
3341,0.914,rap
3342,0.843,rap
3343,0.741,rap
3344,0.663,rap
3345,0.779,rap
3346,0.904,rap
3347,0.784,rap
3348,0.731,rap
3349,0.924,rap
3350,0.81,rap
3351,0.602,rap
3352,0.698,rap
3353,0.864,rap
3354,0.911,rap
3355,0.707,rap
3356,0.87,rap
3357,0.79,rap
3358,0.822,rap
3361,0.569,rap
3362,0.716,rap
3363,0.719,rap
3364,0.759,rap
3365,0.803,rap
3366,0.634,rap
3367,0.84,rap
3371,0.686,rap
3372,0.712,rap
3373,0.423,rap
3374,0.934,rap
3375,0.553,rap
3376,0.685,rap
3377,0.714,rap
3424,0.608,rap
3425,0.773,rap
3426,0.585,rap
3428,0.936,rap
3429,0.503,rap
3431,0.571,rap
3432,0.842,rap
3433,0.643,rap
3434,0.581,rap
3437,0.792,rap
3438,0.524,rap
3439,0.624,rap
3440,0.8,rap
3457,0.844,rap
3458,0.903,rap
3459,0.869,rap
3460,0.77,rap
3461,0.772,rap
3462,0.678,rap
3463,0.706,rap
3464,0.818,rap
3465,0.767,rap
3466,0.716,rap
3468,0.812,rap
3512,0.813,rap
3517,0.875,rap
3518,0.534,rap
3519,0.97,rap
3520,0.945,rap
3521,0.9,rap
3522,0.844,rap
3523,0.783,rap
3524,0.814,rap
3525,0.879,rap
3526,0.66,rap
3527,0.662,rap
3528,0.778,rap
3529,0.824,rap
3546,0.766,rap
3547,0.823,rap
3548,0.802,rap
3549,0.803,rap
3550,0.731,rap
3551,0.835,rap
3552,0.629,rap
3553,0.911,rap
3554,0.861,rap
3556,0.812,rap
3557,0.801,rap
3558,0.847,rap
3559,0.835,rap
3560,0.795,rap
3561,0.828,rap
3562,0.68,rap
3563,0.921,rap
3564,0.772,rap
3566,0.715,rap
3567,0.89,rap
3568,0.85,rap
3569,0.777,rap
3570,0.737,rap
3571,0.866,rap
3572,0.609,rap
3573,0.824,rap
3574,0.869,rap
3575,0.901,rap
3576,0.877,rap
3577,0.659,rap
3578,0.742,rap
3579,0.769,rap
3580,0.809,rap
3581,0.897,rap
3582,0.905,rap
3645,0.764,rap
3646,0.76,rap
3647,0.913,rap
3648,0.906,rap
3649,0.749,rap
3650,0.767,rap
3651,0.72,rap
3652,0.896,rap
3654,0.736,rap
3656,0.784,rap
3668,0.901,rap
3682,0.905,rap
3684,0.751,rap
3685,0.897,rap
3686,0.879,rap
3687,0.44,rap
3688,0.817,rap
3693,0.48,rap
3765,0.634,rap
3778,0.8,rap
3779,0.759,rap
3780,0.781,rap
3781,0.874,rap
3788,0.76,rap
3793,0.763,rap
3794,0.734,rap
3801,0.696,rap
3802,0.783,rap
3803,0.866,rap
3804,0.629,rap
3805,0.83,rap
3806,0.548,rap
3807,0.743,rap
3808,0.86,rap
3809,0.845,rap
3810,0.785,rap
3811,0.771,rap
3812,0.832,rap
3813,0.793,rap
3814,0.715,rap
3816,0.939,rap
3817,0.86,rap
3818,0.74,rap
3819,0.584,rap
3820,0.853,rap
3821,0.888,rap
3822,0.739,rap
3823,0.748,rap
3824,0.754,rap
3825,0.704,rap
3826,0.745,rap
3953,0.597,rap
3954,0.782,rap
3955,0.619,rap
3956,0.7,rap
3957,0.863,rap
3958,0.459,rap
3959,0.628,rap
3960,0.515,rap
3961,0.669,rap
3962,0.415,rap
3963,0.854,rap
3966,0.736,rap
3967,0.717,rap
3968,0.648,rap
3969,0.862,rap
3972,0.837,rap
3973,0.759,rap
3974,0.728,rap
3975,0.622,rap
3976,0.748,rap
3977,0.546,rap
3978,0.388,rap
3979,0.835,rap
3980,0.801,rap
3981,0.784,rap
3982,0.737,rap
3983,0.801,rap
3984,0.657,rap
3985,0.872,rap
3986,0.712,rap
3987,0.79,rap
3988,0.827,rap
3989,0.845,rap
3990,0.876,rap
3991,0.737,rap
3992,0.574,rap
3993,0.848,rap
3994,0.694,rap
3995,0.742,rap
3996,0.747,rap
3997,0.804,rap
3998,0.66,rap
3999,0.766,rap
4000,0.626,rap
4001,0.538,rap
4002,0.807,rap
4003,0.952,rap
4004,0.76,rap
4005,0.778,rap
4006,0.824,rap
4007,0.8,rap
4008,0.596,rap
4009,0.544,rap
4010,0.789,rap
4011,0.569,rap
4012,0.822,rap
4013,0.62,rap
4014,0.776,rap
4015,0.685,rap
4016,0.792,rap
4017,0.633,rap
4018,0.738,rap
4019,0.49,rap
4020,0.689,rap
4021,0.776,rap
4022,0.839,rap
4023,0.733,rap
4024,0.587,rap
4025,0.888,rap
4026,0.806,rap
4027,0.918,rap
4028,0.906,rap
4029,0.718,rap
4030,0.79,rap
4031,0.897,rap
4032,0.809,rap
4033,0.573,rap
4034,0.72,rap
4035,0.907,rap
4036,0.834,rap
4037,0.829,rap
4038,0.782,rap
4039,0.711,rap
4040,0.707,rap
4041,0.783,rap
4042,0.576,rap
4043,0.79,rap
4044,0.617,rap
4045,0.846,rap
4046,0.857,rap
4047,0.746,rap
4048,0.743,rap
4049,0.824,rap
4050,0.916,rap
4051,0.903,rap
4052,0.843,rap
4053,0.848,rap
4054,0.832,rap
4055,0.767,rap
4056,0.556,rap
4057,0.705,rap
4058,0.665,rap
4066,0.821,rap
4067,0.771,rap
4068,0.584,rap
4078,0.822,rap
4079,0.827,rap
4311,0.634,rap
4312,0.94,rap
4313,0.72,rap
4314,0.805,rap
4315,0.618,rap
4316,0.779,rap
4317,0.815,rap
4318,0.885,rap
4319,0.712,rap
4320,0.734,rap
4321,0.608,rap
4322,0.885,rap
4323,0.639,rap
4324,0.548,rap
4325,0.675,rap
4326,0.708,rap
4327,0.811,rap
4330,0.805,rap
4331,0.852,rap
4332,0.662,rap
4333,0.613,rap
4334,0.862,rap
4335,0.696,rap
4336,0.682,rap
4337,0.706,rap
4338,0.772,rap
4339,0.913,rap
4340,0.483,rap
4341,0.74,rap
4342,0.751,rap
4343,0.865,rap
4344,0.787,rap
4345,0.521,rap
4346,0.807,rap
4347,0.782,rap
4348,0.789,rap
4349,0.551,rap
4350,0.656,rap
4351,0.663,rap
4352,0.765,rap
4353,0.818,rap
4354,0.484,rap
4355,0.69,rap
4356,0.831,rap
4357,0.777,rap
4358,0.813,rap
4359,0.766,rap
4360,0.731,rap
4361,0.784,rap
4362,0.744,rap
4363,0.559,rap
4364,0.855,rap
4365,0.754,rap
4366,0.667,rap
4367,0.715,rap
4387,0.926,rap
4388,0.64,rap
4389,0.597,rap
4390,0.74,rap
4391,0.797,rap
4392,0.687,rap
4393,0.818,rap
4520,0.744,rap
4521,0.933,rap
4522,0.726,rap
4523,0.626,rap
4524,0.716,rap
4525,0.769,rap
4538,0.971,rap
4633,0.784,rap
4634,0.761,rap
4635,0.595,rap
4636,0.699,rap
4637,0.545,rap
4638,0.636,rap
4639,0.634,rap
4640,0.778,rap
4641,0.717,rap
4644,0.577,rap
4645,0.83,rap
4646,0.431,rap
4647,0.682,rap
4648,0.59,rap
4649,0.717,rap
4650,0.814,rap
4651,0.721,rap
4652,0.63,rap
4653,0.707,rap
4654,0.598,rap
4655,0.676,rap
4656,0.679,rap
4657,0.665,rap
4658,0.747,rap
4659,0.456,rap
4660,0.809,rap
4661,0.715,rap
4662,0.372,rap
4663,0.882,rap
4664,0.735,rap
4665,0.424,rap
4666,0.622,rap
4667,0.786,rap
4668,0.47,rap
4669,0.243,rap
4670,0.484,rap
4671,0.64,rap
4672,0.837,rap
4673,0.595,rap
4674,0.702,rap
4675,0.612,rap
4676,0.55,rap
4677,0.759,rap
4678,0.71,rap
4679,0.416,rap
4680,0.625,rap
4681,0.569,rap
4682,0.804,rap
4683,0.653,rap
4684,0.77,rap
4685,0.624,rap
4686,0.702,rap
4687,0.792,rap
4688,0.887,rap
4689,0.774,rap
4690,0.897,rap
4691,0.893,rap
4692,0.732,rap
4693,0.831,rap
4695,0.746,rap
4696,0.561,rap
4697,0.676,rap
4698,0.75,rap
4699,0.593,rap
4700,0.764,rap
4701,0.913,rap
4702,0.917,rap
4703,0.818,rap
4704,0.84,rap
4705,0.849,rap
4706,0.609,rap
4707,0.731,rap
4709,0.71,rap
4710,0.718,rap
4711,0.82,rap
4712,0.849,rap
4713,0.796,rap
4714,0.796,rap
4715,0.615,rap
4716,0.947,rap
4717,0.853,rap
4718,0.867,rap
4719,0.942,rap
4720,0.856,rap
4722,0.695,rap
4723,0.769,rap
4724,0.8,rap
4725,0.846,rap
4726,0.929,rap
4727,0.473,rap
4728,0.856,rap
4729,0.812,rap
4735,0.903,rap
4736,0.825,rap
4737,0.786,rap
4738,0.838,rap
4739,0.8,rap
4740,0.749,rap
4741,0.758,rap
4742,0.797,rap
4743,0.877,rap
4744,0.761,rap
4745,0.877,rap
4746,0.945,rap
4747,0.882,rap
4748,0.962,rap
4749,0.817,rap
4757,0.779,rap
4779,0.763,rap
4780,0.888,rap
4781,0.652,rap
4850,0.789,rap
4851,0.521,rap
4857,0.913,rap
4871,0.849,rap
4872,0.709,rap
4873,0.935,rap
4874,0.617,rap
4875,0.893,rap
4876,0.781,rap
4877,0.774,rap
4878,0.697,rap
4879,0.887,rap
4880,0.699,rap
4895,0.901,rap
4896,0.548,rap
4936,0.908,rap
4937,0.929,rap
4938,0.891,rap
4939,0.783,rap
4940,0.81,rap
4941,0.778,rap
5125,0.791,rap
5126,0.792,rap
5135,0.711,rap
5136,0.655,rap
5137,0.857,rap
5138,0.815,rap
5139,0.824,rap
5140,0.836,rap
5142,0.832,rap
5143,0.936,rap
5144,0.902,rap
5145,0.752,rap
5193,0.772,rap
5194,0.722,rap
5195,0.948,rap
5196,0.746,rap
5197,0.769,rap
5198,0.876,rap
5199,0.821,rap
5200,0.49,rap
5201,0.754,rap
5202,0.738,rap
5203,0.932,rap
