,valence,playlist_genre
18072,0.917,rock
18073,0.454,rock
18074,0.506,rock
18075,0.858,rock
18076,0.769,rock
18077,0.354,rock
18078,0.157,rock
18079,0.356,rock
18080,0.0681,rock
18081,0.475,rock
18082,0.74,rock
18083,0.428,rock
18084,0.748,rock
18085,0.236,rock
18086,0.283,rock
18087,0.772,rock
18088,0.897,rock
18089,0.194,rock
18090,0.581,rock
18091,0.712,rock
18092,0.0824,rock
18093,0.875,rock
18094,0.558,rock
18095,0.578,rock
18096,0.945,rock
18098,0.391,rock
18099,0.562,rock
18100,0.4,rock
18101,0.318,rock
18102,0.69,rock
18103,0.41,rock
18104,0.434,rock
18105,0.304,rock
18106,0.129,rock
18107,0.113,rock
18108,0.202,rock
18109,0.725,rock
18110,0.601,rock
18111,0.81,rock
18112,0.136,rock
18113,0.407,rock
18114,0.686,rock
18115,0.321,rock
18116,0.803,rock
18122,0.876,rock
18123,0.267,rock
18124,0.551,rock
18125,0.783,rock
18126,0.239,rock
18127,0.809,rock
18128,0.411,rock
18129,0.697,rock
18131,0.463,rock
18132,0.424,rock
18133,0.572,rock
18134,0.964,rock
18136,0.298,rock
18137,0.458,rock
18163,0.902,rock
18171,0.227,rock
18172,0.319,rock
18173,0.964,rock
18174,0.871,rock
18175,0.919,rock
18176,0.569,rock
18177,0.755,rock
18178,0.332,rock
18179,0.803,rock
18180,0.819,rock
18181,0.525,rock
18182,0.845,rock
18183,0.816,rock
18184,0.486,rock
18185,0.876,rock
18186,0.266,rock
18187,0.919,rock
18188,0.514,rock
18189,0.145,rock
18190,0.276,rock
18193,0.27,rock
18194,0.682,rock
18195,0.453,rock
18196,0.918,rock
18197,0.968,rock
18198,0.932,rock
18199,0.518,rock
18200,0.385,rock
18201,0.496,rock
18202,0.942,rock
18203,0.858,rock
18204,0.854,rock
18205,0.561,rock
18206,0.777,rock
18207,0.246,rock
18208,0.535,rock
18209,0.469,rock
18210,0.317,rock
18211,0.789,rock
18212,0.528,rock
18213,0.387,rock
18214,0.723,rock
18215,0.741,rock
18216,0.786,rock
18217,0.89,rock
18218,0.92,rock
18219,0.82,rock
18220,0.931,rock
18221,0.535,rock
18222,0.521,rock
18223,0.726,rock
18224,0.356,rock
18225,0.497,rock
18226,0.52,rock
18227,0.219,rock
18228,0.762,rock
18229,0.812,rock
18230,0.481,rock
18231,0.165,rock
18232,0.69,rock
18233,0.356,rock
18359,0.302,rock
18360,0.695,rock
18361,0.675,rock
18362,0.608,rock
18363,0.617,rock
18364,0.811,rock
18365,0.297,rock
18366,0.648,rock
18367,0.798,rock
18368,0.678,rock
18369,0.608,rock
18370,0.785,rock
18371,0.616,rock
18372,0.901,rock
18373,0.384,rock
18374,0.52,rock
18375,0.494,rock
18376,0.745,rock
18377,0.833,rock
18381,0.906,rock
18382,0.433,rock
18383,0.655,rock
18384,0.71,rock
18385,0.695,rock
18386,0.602,rock
18387,0.667,rock
18388,0.508,rock
18389,0.581,rock
18390,0.568,rock
18391,0.849,rock
18392,0.344,rock
18393,0.886,rock
18394,0.473,rock
18395,0.358,rock
18396,0.696,rock
18397,0.128,rock
18398,0.914,rock
18399,0.743,rock
18400,0.902,rock
18401,0.664,rock
18402,0.637,rock
18403,0.584,rock
18404,0.91,rock
18405,0.704,rock
18406,0.205,rock
18407,0.129,rock
18408,0.462,rock
18409,0.656,rock
18410,0.473,rock
18411,0.264,rock
18412,0.216,rock
18413,0.0,rock
18414,0.909,rock
18415,0.154,rock
18416,0.314,rock
18417,0.278,rock
18418,0.72,rock
18419,0.749,rock
18420,0.135,rock
18456,0.745,rock
18462,0.684,rock
18463,0.686,rock
18464,0.436,rock
18466,0.439,rock
18467,0.637,rock
18468,0.757,rock
18469,0.83,rock
18486,0.234,rock
18487,0.611,rock
18488,0.305,rock
18489,0.69,rock
18490,0.389,rock
18491,0.819,rock
18492,0.232,rock
18493,0.444,rock
18494,0.746,rock
18495,0.32,rock
18496,0.549,rock
18497,0.603,rock
18498,0.447,rock
18499,0.501,rock
18501,0.266,rock
18502,0.39,rock
18503,0.774,rock
18504,0.632,rock
18505,0.456,rock
18506,0.648,rock
18507,0.604,rock
18509,0.532,rock
18510,0.778,rock
18511,0.734,rock
18512,0.562,rock
18513,0.501,rock
18514,0.205,rock
18515,0.478,rock
18535,0.466,rock
18537,0.867,rock
18538,0.755,rock
18539,0.45,rock
18540,0.446,rock
18541,0.232,rock
18542,0.514,rock
18543,0.637,rock
18544,0.458,rock
18545,0.338,rock
18546,0.234,rock
18547,0.71,rock
18548,0.329,rock
18549,0.242,rock
18550,0.273,rock
18551,0.458,rock
18564,0.805,rock
18565,0.279,rock
18566,0.612,rock
18567,0.149,rock
18568,0.676,rock
18569,0.805,rock
18578,0.473,rock
18587,0.785,rock
18588,0.292,rock
18589,0.24,rock
18590,0.807,rock
18591,0.149,rock
18592,0.553,rock
18593,0.91,rock
18594,0.534,rock
18595,0.354,rock
18596,0.774,rock
18597,0.486,rock
18598,0.922,rock
18599,0.405,rock
18600,0.109,rock
18601,0.793,rock
18602,0.696,rock
18603,0.235,rock
18604,0.568,rock
18605,0.433,rock
18606,0.774,rock
18607,0.463,rock
18608,0.497,rock
18611,0.793,rock
18612,0.204,rock
18613,0.535,rock
18614,0.247,rock
18615,0.294,rock
18616,0.607,rock
18617,0.547,rock
18707,0.42,rock
18711,0.282,rock
18712,0.667,rock
18713,0.563,rock
18714,0.931,rock
18715,0.376,rock
21627,0.614,rock
21628,0.369,rock
21629,0.421,rock
21630,0.72,rock
21631,0.74,rock
21632,0.146,rock
21633,0.521,rock
21634,0.882,rock
21635,0.513,rock
21636,0.46,rock
21637,0.273,rock
21638,0.499,rock
21639,0.8,rock
21640,0.882,rock
21641,0.589,rock
21642,0.626,rock
21643,0.546,rock
21644,0.598,rock
21645,0.684,rock
21646,0.713,rock
21647,0.522,rock
21648,0.524,rock
21649,0.485,rock
21650,0.572,rock
21651,0.772,rock
21652,0.538,rock
21653,0.336,rock
21654,0.818,rock
21655,0.96,rock
21656,0.962,rock
21657,0.519,rock
21658,0.71,rock
21659,0.225,rock
21660,0.864,rock
21661,0.693,rock
21662,0.91,rock
21663,0.225,rock
21664,0.732,rock
21665,0.37,rock
21666,0.855,rock
21667,0.785,rock
21668,0.888,rock
21669,0.546,rock
21670,0.735,rock
21671,0.462,rock
21672,0.642,rock
21673,0.887,rock
21674,0.298,rock
21675,0.835,rock
21676,0.86,rock
21677,0.358,rock
21678,0.352,rock
21679,0.589,rock
21680,0.384,rock
21681,0.875,rock
21682,0.892,rock
21683,0.762,rock
21684,0.555,rock
21685,0.699,rock
21686,0.356,rock
21687,0.714,rock
21688,0.591,rock
21689,0.417,rock
21690,0.808,rock
21691,0.817,rock
21692,0.647,rock
21693,0.769,rock
21694,0.652,rock
21695,0.899,rock
21696,0.534,rock
21697,0.826,rock
21698,0.745,rock
21699,0.442,rock
21700,0.683,rock
21701,0.907,rock
21702,0.117,rock
21703,0.724,rock
21704,0.336,rock
21705,0.954,rock
21706,0.805,rock
21707,0.923,rock
21708,0.752,rock
21709,0.709,rock
21710,0.961,rock
21711,0.552,rock
21712,0.718,rock
21713,0.426,rock
21714,0.517,rock
21715,0.662,rock
21716,0.725,rock
21717,0.74,rock
21718,0.821,rock
21719,0.852,rock
21720,0.961,rock
21721,0.689,rock
21722,0.505,rock
21723,0.421,rock
21724,0.839,rock
21725,0.451,rock
21726,0.735,rock
21727,0.669,rock
21728,0.846,rock
21729,0.335,rock
21730,0.46,rock
21731,0.797,rock
21732,0.598,rock
21733,0.536,rock
21734,0.678,rock
21735,0.225,rock
21736,0.482,rock
21737,0.505,rock
21738,0.817,rock
21739,0.879,rock
21740,0.863,rock
21741,0.966,rock
21742,0.774,rock
21743,0.756,rock
21744,0.751,rock
21745,0.856,rock
21746,0.697,rock
21747,0.262,rock
22064,0.715,rock
22065,0.408,rock
22066,0.355,rock
22067,0.517,rock
22068,0.596,rock
22069,0.366,rock
22070,0.414,rock
22071,0.367,rock
22072,0.543,rock
22073,0.72,rock
22074,0.435,rock
22075,0.491,rock
22076,0.898,rock
22077,0.71,rock
22078,0.358,rock
22079,0.498,rock
22080,0.749,rock
22081,0.763,rock
22082,0.362,rock
22083,0.295,rock
22084,0.426,rock
22085,0.306,rock
22086,0.586,rock
22087,0.686,rock
22088,0.811,rock
22089,0.201,rock
22090,0.538,rock
22091,0.236,rock
22092,0.52,rock
22093,0.408,rock
22094,0.389,rock
22095,0.361,rock
22096,0.316,rock
22097,0.339,rock
22098,0.885,rock
22099,0.775,rock
22100,0.376,rock
22101,0.538,rock
22102,0.382,rock
22103,0.475,rock
22104,0.225,rock
22105,0.821,rock
22106,0.91,rock
22107,0.413,rock
22108,0.602,rock
22109,0.335,rock
22110,0.434,rock
22111,0.712,rock
22112,0.456,rock
22113,0.425,rock
22114,0.659,rock
22115,0.513,rock
22116,0.375,rock
22117,0.564,rock
22118,0.185,rock
22119,0.727,rock
22120,0.312,rock
22121,0.869,rock
22122,0.47,rock
22123,0.745,rock
22124,0.476,rock
22125,0.586,rock
22126,0.34,rock
22127,0.422,rock
22128,0.463,rock
22129,0.508,rock
22130,0.722,rock
22131,0.512,rock
22132,0.34,rock
22133,0.569,rock
22134,0.447,rock
22135,0.424,rock
22136,0.243,rock
22137,0.196,rock
22138,0.795,rock
22139,0.493,rock
22140,0.856,rock
22141,0.333,rock
22142,0.749,rock
22143,0.709,rock
22144,0.708,rock
22145,0.727,rock
22146,0.352,rock
22147,0.716,rock
22148,0.266,rock
22149,0.334,rock
22150,0.774,rock
22151,0.48,rock
22152,0.408,rock
22153,0.523,rock
22154,0.43,rock
22155,0.516,rock
22595,0.377,rock
22596,0.401,rock
22597,0.325,rock
22598,0.5,rock
22599,0.342,rock
22600,0.521,rock
22601,0.201,rock
22602,0.511,rock
22603,0.446,rock
22604,0.498,rock
22605,0.18,rock
22606,0.551,rock
22607,0.405,rock
22608,0.33,rock
22609,0.332,rock
22610,0.475,rock
22611,0.425,rock
22612,0.35,rock
22613,0.195,rock
22614,0.367,rock
22615,0.396,rock
22616,0.49,rock
22617,0.254,rock
22618,0.461,rock
22619,0.644,rock
22620,0.67,rock
22621,0.59,rock
22622,0.505,rock
22623,0.186,rock
22624,0.377,rock
22625,0.699,rock
22626,0.465,rock
22627,0.576,rock
22628,0.58,rock
22629,0.434,rock
22630,0.298,rock
22631,0.236,rock
22632,0.337,rock
22633,0.558,rock
22634,0.493,rock
22635,0.304,rock
22636,0.506,rock
22637,0.376,rock
22638,0.517,rock
22639,0.584,rock
22640,0.459,rock
22641,0.282,rock
22642,0.351,rock
22643,0.724,rock
22644,0.716,rock
22645,0.3,rock
22646,0.419,rock
22647,0.299,rock
22648,0.422,rock
22649,0.345,rock
22650,0.262,rock
22651,0.323,rock
22652,0.309,rock
22653,0.278,rock
22654,0.502,rock
22655,0.429,rock
22656,0.538,rock
22657,0.724,rock
22658,0.31,rock
22659,0.28,rock
22660,0.493,rock
22661,0.389,rock
22662,0.572,rock
22663,0.35,rock
22664,0.615,rock
22665,0.765,rock
22666,0.519,rock
22667,0.415,rock
22668,0.472,rock
22669,0.29,rock
22670,0.262,rock
22671,0.582,rock
22672,0.477,rock
22673,0.0876,rock
22674,0.608,rock
22675,0.296,rock
22676,0.397,rock
22677,0.462,rock
22678,0.534,rock
22679,0.177,rock
22680,0.489,rock
22681,0.481,rock
22682,0.338,rock
22683,0.458,rock
22684,0.588,rock
22685,0.669,rock
22686,0.3,rock
22687,0.591,rock
22688,0.338,rock
22689,0.588,rock
22690,0.578,rock
22691,0.536,rock
22692,0.441,rock
22693,0.21,rock
22694,0.546,rock
22695,0.441,rock
22696,0.333,rock
22697,0.37,rock
22698,0.592,rock
22699,0.716,rock
22700,0.572,rock
22701,0.287,rock
22702,0.48,rock
22703,0.499,rock
22704,0.166,rock
22705,0.281,rock
22706,0.22,rock
22707,0.287,rock
22708,0.306,rock
22709,0.534,rock
22710,0.468,rock
22711,0.21,rock
22712,0.548,rock
22713,0.218,rock
22714,0.58,rock
22715,0.533,rock
22716,0.56,rock
22717,0.187,rock
22718,0.459,rock
22719,0.47,rock
22720,0.224,rock
22721,0.276,rock
22722,0.29,rock
22723,0.314,rock
22724,0.4,rock
22725,0.543,rock
22726,0.404,rock
22727,0.676,rock
22728,0.33,rock
22729,0.599,rock
22730,0.55,rock
22731,0.313,rock
22732,0.213,rock
22733,0.181,rock
22734,0.85,rock
22735,0.533,rock
22736,0.4,rock
22737,0.737,rock
22738,0.394,rock
22739,0.675,rock
22740,0.638,rock
22741,0.413,rock
22742,0.276,rock
22743,0.652,rock
22744,0.618,rock
22745,0.221,rock
22746,0.418,rock
22747,0.508,rock
22748,0.116,rock
22749,0.299,rock
22750,0.446,rock
22751,0.17,rock
22752,0.586,rock
22753,0.679,rock
22754,0.531,rock
22755,0.269,rock
22756,0.427,rock
22757,0.529,rock
22758,0.209,rock
22759,0.546,rock
22760,0.448,rock
22761,0.909,rock
22762,0.302,rock
22763,0.37,rock
22764,0.25,rock
22765,0.788,rock
22766,0.406,rock
22767,0.844,rock
22768,0.211,rock
22769,0.365,rock
22770,0.242,rock
22771,0.488,rock
22772,0.276,rock
22773,0.416,rock
22774,0.483,rock
22775,0.58,rock
22776,0.347,rock
22777,0.104,rock
22778,0.305,rock
22779,0.159,rock
22780,0.659,rock
22781,0.262,rock
22782,0.617,rock
22783,0.35,rock
22784,0.567,rock
22785,0.347,rock
22786,0.171,rock
22787,0.493,rock
22788,0.276,rock
22789,0.447,rock
22790,0.43,rock
22791,0.45,rock
22792,0.372,rock
22793,0.237,rock
22794,0.177,rock
22795,0.436,rock
22796,0.461,rock
22797,0.211,rock
22798,0.619,rock
22799,0.162,rock
22800,0.29,rock
22801,0.163,rock
22802,0.31,rock
22803,0.16,rock
22804,0.568,rock
22805,0.206,rock
22806,0.7,rock
22807,0.925,rock
22808,0.741,rock
22809,0.544,rock
22810,0.341,rock
22811,0.684,rock
22812,0.766,rock
22813,0.781,rock
22814,0.626,rock
22815,0.303,rock
22816,0.629,rock
22817,0.448,rock
22818,0.475,rock
22819,0.432,rock
22820,0.255,rock
22821,0.731,rock
22822,0.408,rock
22823,0.588,rock
22824,0.609,rock
22825,0.481,rock
22826,0.903,rock
22827,0.731,rock
22828,0.641,rock
22829,0.426,rock
22830,0.331,rock
22831,0.522,rock
22832,0.389,rock
22833,0.564,rock
22834,0.288,rock
22835,0.254,rock
22836,0.251,rock
22837,0.564,rock
22838,0.633,rock
22839,0.66,rock
22840,0.751,rock
22841,0.516,rock
22842,0.908,rock
22843,0.741,rock
22844,0.304,rock
22845,0.514,rock
22846,0.776,rock
22847,0.968,rock
22848,0.298,rock
22849,0.566,rock
22850,0.33,rock
22851,0.453,rock
22852,0.63,rock
22853,0.691,rock
22854,0.674,rock
22855,0.975,rock
22856,0.513,rock
22857,0.45,rock
22858,0.156,rock
22859,0.543,rock
22860,0.499,rock
22861,0.361,rock
22862,0.463,rock
22863,0.584,rock
22864,0.523,rock
22865,0.337,rock
22866,0.453,rock
22867,0.543,rock
22868,0.294,rock
22869,0.634,rock
22870,0.574,rock
22871,0.687,rock
22872,0.555,rock
22873,0.512,rock
22874,0.73,rock
22875,0.752,rock
22876,0.619,rock
22877,0.622,rock
22878,0.219,rock
22879,0.214,rock
22880,0.78,rock
22881,0.165,rock
22882,0.431,rock
22883,0.941,rock
22884,0.525,rock
22885,0.609,rock
22886,0.464,rock
22887,0.296,rock
22888,0.243,rock
22889,0.21,rock
22890,0.293,rock
22891,0.332,rock
22892,0.87,rock
22893,0.486,rock
22894,0.407,rock
22895,0.472,rock
22896,0.594,rock
22897,0.279,rock
22898,0.599,rock
22899,0.234,rock
22900,0.293,rock
22901,0.45,rock
22902,0.627,rock
22903,0.302,rock
22904,0.493,rock
22905,0.526,rock
22906,0.511,rock
22907,0.465,rock
22908,0.225,rock
22909,0.316,rock
22910,0.607,rock
22911,0.595,rock
22912,0.679,rock
22913,0.744,rock
22914,0.113,rock
22915,0.0374,rock
22916,0.562,rock
22917,0.0437,rock
22918,0.636,rock
22919,0.327,rock
22920,0.196,rock
22921,0.533,rock
22922,0.516,rock
22923,0.171,rock
22924,0.712,rock
22925,0.88,rock
22926,0.107,rock
22927,0.32,rock
22928,0.322,rock
22929,0.332,rock
22930,0.109,rock
22931,0.453,rock
22932,0.221,rock
22933,0.506,rock
22934,0.358,rock
22935,0.27,rock
22936,0.173,rock
22937,0.911,rock
22938,0.239,rock
22939,0.582,rock
22940,0.45,rock
22941,0.184,rock
22942,0.303,rock
22943,0.392,rock
22944,0.433,rock
22945,0.221,rock
22946,0.675,rock
22947,0.565,rock
22948,0.113,rock
22949,0.28,rock
22950,0.746,rock
22951,0.939,rock
22952,0.389,rock
22953,0.952,rock
22954,0.281,rock
22955,0.671,rock
22956,0.298,rock
22957,0.259,rock
22958,0.294,rock
22959,0.416,rock
22960,0.425,rock
22961,0.688,rock
22962,0.776,rock
22963,0.567,rock
22964,0.35,rock
22965,0.778,rock
22966,0.126,rock
22967,0.286,rock
22968,0.487,rock
22969,0.598,rock
22970,0.603,rock
22971,0.423,rock
22972,0.599,rock
22973,0.287,rock
22974,0.525,rock
22975,0.36,rock
22976,0.379,rock
22977,0.654,rock
22978,0.262,rock
22979,0.477,rock
22980,0.44,rock
22981,0.909,rock
22982,0.48,rock
22983,0.84,rock
22984,0.198,rock
22985,0.578,rock
22986,0.702,rock
22987,0.543,rock
22988,0.394,rock
22989,0.306,rock
22990,0.539,rock
22991,0.783,rock
22992,0.35,rock
22993,0.548,rock
22994,0.754,rock
22995,0.196,rock
22996,0.616,rock
22997,0.357,rock
22998,0.382,rock
22999,0.122,rock
23000,0.579,rock
23001,0.825,rock
23002,0.842,rock
23003,0.723,rock
23004,0.407,rock
23005,0.112,rock
23006,0.841,rock
23007,0.706,rock
23008,0.901,rock
23009,0.487,rock
23010,0.381,rock
23011,0.405,rock
23012,0.724,rock
23013,0.897,rock
23014,0.505,rock
23015,0.79,rock
23016,0.537,rock
23017,0.39,rock
23018,0.401,rock
23019,0.424,rock
23020,0.56,rock
23021,0.504,rock
23022,0.684,rock
23023,0.348,rock
23024,0.307,rock
23025,0.415,rock
23026,0.645,rock
23027,0.884,rock
23028,0.786,rock
23029,0.61,rock
23030,0.81,rock
23031,0.224,rock
23032,0.292,rock
23033,0.735,rock
23034,0.389,rock
23035,0.748,rock
23036,0.179,rock
23037,0.752,rock
23038,0.749,rock
23039,0.673,rock
23040,0.319,rock
23041,0.465,rock
23042,0.0393,rock
23043,0.808,rock
443,0.0375,rap
444,0.133,rap
445,0.14,rap
446,0.37,rap
447,0.343,rap
448,0.43,rap
449,0.55,rap
450,0.19,rap
451,0.444,rap
452,0.55,rap
455,0.536,rap
456,0.38,rap
457,0.41,rap
458,0.505,rap
459,0.0564,rap
460,0.724,rap
480,0.0748,rap
481,0.0971,rap
482,0.136,rap
483,0.47,rap
484,0.4,rap
485,0.37,rap
488,0.04,rap
489,0.157,rap
490,0.55,rap
491,0.0739,rap
492,0.295,rap
493,0.207,rap
494,0.0389,rap
495,0.686,rap
496,0.376,rap
497,0.093,rap
503,0.3,rap
504,0.095,rap
505,0.13,rap
507,0.332,rap
508,0.275,rap
509,0.701,rap
510,0.442,rap
638,0.754,rap
639,0.705,rap
640,0.561,rap
641,0.782,rap
642,0.77,rap
643,0.744,rap
644,0.621,rap
655,0.788,rap
665,0.56,rap
666,0.553,rap
667,0.863,rap
668,0.534,rap
669,0.766,rap
670,0.601,rap
671,0.682,rap
672,0.885,rap
688,0.0861,rap
689,0.228,rap
690,0.413,rap
691,0.67,rap
692,0.823,rap
693,0.783,rap
694,0.541,rap
695,0.75,rap
696,0.288,rap
697,0.526,rap
698,0.465,rap
699,0.228,rap
700,0.53,rap
701,0.0983,rap
702,0.537,rap
703,0.779,rap
716,0.205,rap
717,0.367,rap
718,0.499,rap
719,0.6,rap
720,0.3,rap
721,0.573,rap
722,0.788,rap
723,0.538,rap
724,0.204,rap
725,0.602,rap
726,0.743,rap
727,0.553,rap
728,0.634,rap
729,0.886,rap
730,0.859,rap
733,0.868,rap
734,0.552,rap
735,0.684,rap
736,0.773,rap
737,0.977,rap
738,0.793,rap
739,0.385,rap
740,0.608,rap
741,0.783,rap
742,0.429,rap
743,0.841,rap
744,0.561,rap
745,0.164,rap
746,0.474,rap
747,0.401,rap
749,0.714,rap
750,0.694,rap
751,0.793,rap
754,0.754,rap
755,0.335,rap
756,0.762,rap
757,0.721,rap
758,0.301,rap
759,0.772,rap
760,0.405,rap
763,0.75,rap
936,0.411,rap
937,0.644,rap
938,0.542,rap
940,0.451,rap
941,0.578,rap
942,0.55,rap
943,0.709,rap
944,0.434,rap
945,0.303,rap
946,0.181,rap
947,0.577,rap
948,0.479,rap
949,0.209,rap
950,0.444,rap
951,0.349,rap
953,0.351,rap
954,0.547,rap
955,0.56,rap
956,0.36,rap
957,0.423,rap
958,0.321,rap
959,0.409,rap
960,0.348,rap
961,0.256,rap
962,0.436,rap
971,0.451,rap
1003,0.574,rap
1004,0.584,rap
1005,0.65,rap
1006,0.656,rap
1007,0.106,rap
1008,0.494,rap
1009,0.539,rap
1021,0.42,rap
1022,0.705,rap
1023,0.261,rap
1024,0.386,rap
1025,0.606,rap
1026,0.491,rap
1027,0.208,rap
1028,0.695,rap
1029,0.378,rap
1030,0.587,rap
1031,0.77,rap
1032,0.155,rap
1033,0.46,rap
1042,0.486,rap
1043,0.536,rap
1044,0.34,rap
1057,0.32,rap
1058,0.388,rap
1065,0.561,rap
1066,0.399,rap
1067,0.256,rap
1070,0.53,rap
1071,0.645,rap
1072,0.274,rap
1073,0.402,rap
1074,0.0382,rap
1075,0.101,rap
1078,0.211,rap
1079,0.423,rap
1080,0.733,rap
1081,0.274,rap
1082,0.858,rap
1083,0.755,rap
1084,0.424,rap
1088,0.336,rap
1089,0.701,rap
1090,0.584,rap
1112,0.609,rap
1121,0.524,rap
1129,0.595,rap
1130,0.646,rap
1137,0.742,rap
1138,0.335,rap
1139,0.413,rap
1143,0.0962,rap
1148,0.523,rap
1154,0.362,rap
1155,0.362,rap
1156,0.527,rap
1161,0.352,rap
1162,0.744,rap
1163,0.331,rap
1164,0.515,rap
1165,0.51,rap
1166,0.267,rap
1168,0.555,rap
1169,0.278,rap
1170,0.621,rap
1171,0.74,rap
1172,0.69,rap
1229,0.363,rap
1230,0.737,rap
1231,0.749,rap
1232,0.668,rap
1233,0.618,rap
1257,0.617,rap
1258,0.642,rap
1259,0.49,rap
1260,0.105,rap
1261,0.645,rap
1262,0.808,rap
1263,0.258,rap
1264,0.472,rap
1265,0.45,rap
1266,0.389,rap
1267,0.804,rap
1268,0.21,rap
1269,0.725,rap
1270,0.29,rap
1289,0.65,rap
1292,0.456,rap
1293,0.238,rap
1303,0.74,rap
1304,0.336,rap
1311,0.666,rap
1312,0.531,rap
1315,0.565,rap
1316,0.498,rap
1317,0.631,rap
1346,0.161,rap
1347,0.676,rap
1348,0.346,rap
1349,0.624,rap
1350,0.471,rap
1351,0.758,rap
1352,0.6,rap
1353,0.805,rap
1354,0.55,rap
1400,0.408,rap
1401,0.155,rap
1402,0.801,rap
1403,0.198,rap
1404,0.719,rap
1405,0.171,rap
1406,0.688,rap
1407,0.732,rap
1408,0.701,rap
1409,0.783,rap
1410,0.332,rap
1411,0.423,rap
1412,0.464,rap
1413,0.677,rap
1414,0.671,rap
1415,0.265,rap
1416,0.431,rap
1417,0.323,rap
1420,0.443,rap
1421,0.538,rap
1422,0.592,rap
1448,0.455,rap
1449,0.53,rap
1450,0.496,rap
1451,0.521,rap
1452,0.166,rap
1453,0.566,rap
1464,0.546,rap
1465,0.41,rap
1466,0.547,rap
1467,0.447,rap
1468,0.509,rap
1469,0.365,rap
1470,0.502,rap
1474,0.382,rap
1475,0.669,rap
1476,0.346,rap
1477,0.39,rap
1479,0.8,rap
1498,0.583,rap
1499,0.498,rap
1506,0.706,rap
1507,0.566,rap
1530,0.346,rap
1531,0.644,rap
1532,0.459,rap
1533,0.311,rap
1534,0.643,rap
1535,0.718,rap
1536,0.791,rap
1537,0.339,rap
1538,0.741,rap
1539,0.481,rap
1540,0.823,rap
1541,0.794,rap
1542,0.358,rap
1543,0.403,rap
1582,0.358,rap
1583,0.19,rap
1584,0.204,rap
1585,0.535,rap
1586,0.628,rap
1587,0.392,rap
1588,0.399,rap
1589,0.449,rap
1594,0.429,rap
1595,0.579,rap
1596,0.523,rap
1597,0.379,rap
1598,0.431,rap
1599,0.406,rap
1600,0.71,rap
1601,0.184,rap
1602,0.272,rap
1603,0.351,rap
1607,0.513,rap
1608,0.441,rap
1609,0.349,rap
1610,0.575,rap
1611,0.547,rap
1612,0.253,rap
1613,0.481,rap
1614,0.462,rap
1615,0.498,rap
1616,0.199,rap
1618,0.348,rap
1619,0.681,rap
1620,0.5,rap
1958,0.62,rap
1959,0.65,rap
1960,0.391,rap
1961,0.652,rap
1962,0.647,rap
1963,0.268,rap
1964,0.264,rap
1965,0.342,rap
1966,0.329,rap
1967,0.388,rap
1969,0.619,rap
1970,0.534,rap
1971,0.243,rap
1972,0.454,rap
1973,0.593,rap
1974,0.359,rap
1975,0.232,rap
1976,0.349,rap
1977,0.878,rap
1978,0.554,rap
1979,0.546,rap
1993,0.2,rap
1994,0.351,rap
2026,0.427,rap
2027,0.526,rap
2028,0.809,rap
2054,0.946,rap
2055,0.527,rap
2058,0.543,rap
2059,0.48,rap
2071,0.298,rap
2072,0.452,rap
2073,0.313,rap
2074,0.513,rap
2075,0.429,rap
2076,0.482,rap
2077,0.744,rap
2114,0.354,rap
2115,0.474,rap
2116,0.6,rap
2130,0.689,rap
2131,0.86,rap
2132,0.629,rap
2133,0.0389,rap
2140,0.558,rap
2141,0.144,rap
2210,0.672,rap
2211,0.141,rap
2212,0.95,rap
2213,0.653,rap
2214,0.101,rap
2215,0.313,rap
2216,0.68,rap
2232,0.676,rap
2233,0.184,rap
2234,0.197,rap
2235,0.227,rap
2236,0.647,rap
2237,0.499,rap
2238,0.383,rap
2239,0.393,rap
2240,0.76,rap
2241,0.845,rap
2242,0.431,rap
2243,0.749,rap
2244,0.804,rap
2245,0.844,rap
2246,0.78,rap
2247,0.507,rap
2248,0.544,rap
2249,0.523,rap
2250,0.486,rap
2251,0.465,rap
2252,0.353,rap
2253,0.445,rap
2254,0.863,rap
2255,0.289,rap
2256,0.535,rap
2257,0.388,rap
2258,0.301,rap
2259,0.639,rap
2275,0.435,rap
2276,0.0684,rap
2277,0.617,rap
2278,0.325,rap
2279,0.637,rap
2280,0.395,rap
2281,0.12,rap
2282,0.709,rap
2283,0.127,rap
2286,0.474,rap
2305,0.673,rap
2306,0.857,rap
2307,0.738,rap
2321,0.613,rap
2322,0.417,rap
2324,0.45,rap
2325,0.469,rap
2326,0.352,rap
2327,0.211,rap
2328,0.683,rap
2329,0.594,rap
2330,0.516,rap
2331,0.416,rap
2332,0.702,rap
2349,0.392,rap
2350,0.449,rap
2351,0.366,rap
2352,0.902,rap
2353,0.562,rap
2377,0.216,rap
2378,0.798,rap
2379,0.74,rap
2388,0.412,rap
2398,0.577,rap
2399,0.57,rap
2400,0.395,rap
2401,0.604,rap
2405,0.451,rap
2406,0.565,rap
2407,0.219,rap
2408,0.415,rap
2410,0.636,rap
2411,0.422,rap
2414,0.784,rap
2472,0.296,rap
2473,0.925,rap
2474,0.177,rap
2475,0.0999,rap
2476,0.172,rap
2477,0.454,rap
2478,0.601,rap
2479,0.269,rap
2480,0.443,rap
2481,0.0848,rap
2482,0.458,rap
2483,0.515,rap
2484,0.361,rap
2494,0.53,rap
2495,0.838,rap
2496,0.567,rap
2497,0.632,rap
2498,0.531,rap
2499,0.261,rap
